cusip,comp_conm,tic,factiva_tag,factiva_name,sim
04269X10,ARRAY BIOPHARMA INC,ARRY,arrbio,Array BioPharma Inc,1
04272710,ARROW AUTOMOTIVE INDUSTRIES,AIRW.,aaut,"Arrow Automotive Industries, aautx",0.909090909090909
04273510,ARROW ELECTRONICS INC,ARW,arrel,Arrow Electronics Inc,1
04274410,ARROW FINANCIAL CORP,AROW,arow,"Arrow Financial Corp, arowx",0.878048780487805
04276410,ARROW INTERNATIONAL INC,ARRO,aroint,"Arrow International Inc, arointx",0.787878787878788
04276810,ARROW MAGNOLIA INTL INC,ARWM,arrmgt,"Arrow-Magnolia International, Inc",1
04276910,ARROW TRANSPORTATION CO,ARWTQ,arrwtr,Arrow Transportation Co,1
04280A10,ARROWHEAD PHARMACEUTICALS,ARWR,,,
04289L10,ART TECHNOLOGY GROUP INC,ARTG,atgg,Art Technology Group Inc,1
04292310,ARTISAN COMPONENTS INC,ARTI.,vlsart,Artisan Components Inc,1
04300310,ARTECON INC,ARTE.1,,,
04301Q10,ARTES MEDICAL INC,ARTEQ,armdc,Artes Medical Inc,1
04311320,ARTESIAN RESOURCES,ARTNA,artres,Artesian Resources Corp,0.894736842105263
04312710,ARTESYN TECHNOLOGIES INC,ATSN,cprd,Artesyn Technologies Inc,1
04313610,ARTHROCARE CORP,ARTC,arthro,"Arthrocare Corp, celvis",0.823529411764706
04314210,ARTISTIC GREETINGS INC,ARTG.,artgrt,"Artistic Greetings Inc, artgrtx",0.857142857142857
04314Q10,ARTIFICIAL LIFE INC,ALIF,artfli,Artificial Life Inc.,1
04315B10,ARTIO GLOBAL INVESTORS INC,ART,artiog,"Artio Global Investors Inc., bjbi",0.923076923076923
04315D40,ARTISTDIRECT INC,ARTD,artdir,ARTISTdirect Inc,1
04316810,ARTS WAY MFG INC,ARTW,artw,Art's-Way Manufacturing Co Inc,0.7
04316A10,ARTISAN PARTNERS ASSET MGMT,APAM,artpal,"Artisan Partners Asset Management Inc., loab",0.774193548387097
04317610,ARUBA NETWORKS INC,ARUN,arnet,"Aruba Networks, Inc.",1
04333910,ARVIN INDUSTRIES INC,ARV,arvni,"ARVIN INDUSTRIES INC, arvnix",0.863636363636364
04335A10,ARVINAS INC,ARVN,,,
04338710,ARYX THERAPEUTICS INC,ARYX,arixth,ARYx Therapeutics Inc.,1
04338D10,ASAHI/AMERICA INC,ASAM.,asaama,"Asahi/America, Inc.",1
04338Q10,ASA HOLDINGS INC,ASAI,asai,ASA Holdings Inc,1
04341210,ASANTE TECHNOLOGIES INC,ASNL,asntec,"Asante Technologies Inc, fact",0.916666666666667
04341310,ASARCO INC,AR.2,asrc,"Asarco Inc, asrcx",0.8
04343610,ASBURY AUTOMOTIVE GROUP INC,ABG,asaut,Asbury Automotive Group Inc,1
04349110,ASCEND COMMUNICATIONS INC,ASND.1,asceco,ASCEND COMMUNICATIONS INC,1
04350910,ASCENDIA BRANDS INC,ASCBQ,dnbrke,Ascendia Brands Inc.,1
04362810,ASCENT ENTERTAINMENT GROUP,GOAL,ascetr,"Ascent Entertainment Group Inc, spdy",0.857142857142857
04362P20,ASCENTIAL SOFTWARE CORP,ASCL,,,
04363210,ASCENT CAPITAL GROUP INC,ASCMA,amdgi,"Ascent Capital Group, Inc.",1
04363410,ASCENT MEDIA GROUP INC,AMGIA,,,
04363Q20,ASCONI CORP,ASCD,wincar,Asconi Corp,1
04365910,ASECO CORP,ASEC,asecoa,ASECO CORP (MA),1
04409310,ASHFORD.COM INC,ASFD,ashfrd,Ashford.com Inc,1
04410410,ASHFORD INC,AINC,,,
04418610,ASHLAND GLOBAL HOLDINGS INC,ASH,ashlnd,Ashland Inc,0.611111111111111
04516H10,ASHWORTH INC,ASHW,chrtgo,Ashworth Inc,1
04518A10,ASIAINFO-LINKAGE INC,ASIA,asainf,"AsiaInfo-Linkage Inc., ltihli",0.863636363636364
04523410,ASPECT DEVELOPMENT INC,ASDV.1,aspdev,ASPECT DEVELOPMENT INC (CA),1
04523510,ASPECT MEDICAL SYSTEMS INC,ASPM,aspmed,Aspect Medical Systems Inc,1
04523Q10,ASPECT COMMUNICATIONS CORP,ASPT.,apttl,Aspect Communications Corp,1
04523Y10,ASPEN AEROGELS INC,ASPN,,,
04524310,ASPEN BANCSHARES INC,ASBK,aspbk,"ASPEN BANCSHARES INC, aspbkx",0.863636363636364
04530110,ASPEN IMAGING INTL INC,ARIB,arib,"Aspen Imaging International Inc, aribx",0.888888888888889
04530L20,ASPEN GROUP INC,ASPU,hiddzl,Aspen Group Inc.,1
04532710,ASPEN TECHNOLOGY INC,AZPN,aspntc,"Aspen Technology Inc, aspntcx",0.844444444444445
04538T10,ASPREVA PHARMACEUTICALS CORP,ASPV.,aspphc,Aspreva Pharmaceuticals Corp,1
04539610,ASSEMBLY BIOSCIENCES INC,ASMB,vbscni,"Ventrus Biosciences, Inc.",0.711111111111111
04548710,ASSOCIATED BANC-CORP,ASB,asbcp,"Associated Banc-Corp, asbcpx",0.857142857142857
04552810,ASSOCIATED CAPITAL GROUP INC,AC,kwflzh,Associated Capital Group Inc,1
04574410,ASSOCIATED NATURAL GAS CORP,NGA.1,assngc,"Associated Natural Gas Corp, assngcx",0.872727272727273
04591910,AT HOME CORP,3ATHMQ,athme,At Home Corp,1
04592010,AT ENTERTAINMENT INC,ATEN.1,atenn,"AT ENTERTAINMENT INC (CT), peain",0.844444444444445
04600810,ASSOCIATES FIRST CAP,AFS,,,
04621X10,ASSURANT INC,AIZ,asrant,"Assurant, Inc., fortis",0.8
04622010,ASTA FUNDING INC,ASFI,asffnd,Asta Funding Inc,1
04622410,ASTEC INDUSTRIES INC,ASTE,astii,Astec Industries Inc,1
04622E20,ASTEA INTERNATIONAL INC,ATEA,asintn,Astea International Inc,1
04624B10,ASTEX PHARMACEUTICALS INC,ASTX,astxth,"Astex Therapeutics Limited, sprgen",0.64
04624N10,ASTERIAS BIOTHERAPEUTICS INC,AST,asbthi,"Asterias Biotherapeutics, Inc., biotme",0.9
04626510,ASTORIA FINANCIAL CORP,AF,astors,Astoria Financial Corp,1
04638F10,ASTRONOVA INC,ALOT,asmed,Astro-Med Inc,0.72
04643310,ASTRONICS CORP,ATRO,atro,"Astronics Corp, atrox",0.838709677419355
04644A10,ASTROPOWER INC,APWRQ,astrow,"AstroPower Inc, cptaut",0.823529411764706
04646510,ASTROSYSTEMS INC,3ASTZ,asttm,"Astrosystems Inc, asttmx",0.842105263157895
04648420,ASTROTECH CORP,ASTC,spchb,Astrotech Corp.,1
04648710,ASTROTECH INTL CORP,AIX.1,cyc,"ASTROTECH INTERNATIONAL CORP., cycx",0.894736842105263
04648K10,AT ROAD INC,ARDI,atroad,@Road Inc,0.888888888888889
04648X10,ASYST TECHNOLOGIES INC,ASYTQ,asytch,Asyst Technologies Inc,1
04649A10,AT&T LATIN AMERICA CORP,ATTL,,,
04649U10,ASURE SOFTWARE INC,ASUR,vdtlm,Asure Software Inc,1
04650Y10,AT HOME GROUP INC,HOME,grdrdg,"At Home Group Inc., gldmns",0.833333333333333
04651310,ATARA BIOTHERAPEUTICS INC,ATRA,,,
04651M20,ATARI INC,ATAR.,,,
04661310,ATCHISON CASTING CORP,AHNCQ,atchi,"Atchison Casting Corp, boeing",0.863636363636364
04681410,ATEK METALS CENTER INC,ATKM,atekm,"Atek Metals Center Inc, atekmx",0.869565217391304
04685410,ATHENA NEUROSCIENCES INC,ATHN.1,,,
04685N10,ATHENEX INC,ATNX,,,
04685W10,ATHENAHEALTH INC,ATHN,athenh,athenahealth Inc,1
04704210,ATHENS BANCSHARES CORP,AFCB,athbnc,Athens Bancshares Corp.,1
04743910,ATHEROGENICS INC,AGIXQ,athgen,AtheroGenics Inc,1
04744L10,ATHERSYS INC,ATHX,athsys,"Athersys Inc, bchtin",0.8
04746510,ATHEY PRODUCTS CORP,3ATPCQ,athp,"Athey Products Corp, athpx",0.871794871794872
04764910,ATKORE INTL GROUP INC,ATKR,atkoig,"Atkore International Group Inc., clydub",0.863636363636364
04820910,ATLANTIC AMERICAN CORP,AAME,aame,"Atlantic American Corp, aamex",0.888888888888889
04822110,ATLANTIC BANCGROUP INC,ATBC,atnbcg,Atlantic BancGroup Inc,1
04826920,ATLANTIC CAP BANCSHARES INC,ACBI,acpbpk,Atlantic Capital Bancshares Inc,0.925925925925926
04852310,ATLANTIC DATA SERVICES INC,ADSC,atldat,"Atlantic Data Services, Inc",1
04853R10,ATLANTIC FINANCIAL CORP,AFIC,pnslt,"ATLANTIC FINANCIAL CORP, ucombn",0.875
04866810,ATLANTIC LIBERTY FINANCIAL,ALFC.2,alfcor,"Atlantic Liberty Financial Corp, atlbny",0.827586206896552
04878P10,ATLANTIC PREMIUM BRANDS LTD,APBL,atbvim,Atlantic Premium Brands Ltd,1
04882510,ATLANTIC RICHFIELD CO,ARC.3,ar,"Atlantic Richfield Co, arx",0.926829268292683
04890310,ATLANTIC ENERGY INC,ATE.2,acel,"ATLANTIC ENERGY INC, acelx",0.878048780487805
04914Y10,ATLANTICUS HOLDINGS CORP,ATLC,cocred,Atlanticus Holdings Corp.,1
04915610,ATLANTIS PLASTICS INC,ATPL,atlang,Atlantis Plastics Inc,1
04916210,ATLAS ACQUISITION HOLDINGS,AXG,atacqu,Atlas Acquisition Holdings Corp,0.923076923076923
04929810,ATLAS ENERGY INC,ATLS.2,atlame,"Atlas Energy Inc., dteeng",0.833333333333333
04951310,ATMEL CORP,ATML,,,
04956010,ATMOS ENERGY CORP,ATO,engas,ATMOS Energy Corp,1
04961R10,ATOMIC BURRITO INC,ATOM.1,wstcnc,Atomic Burrito Inc,1
04962G10,ATRIA SOFTWARE INC,ATSW,vrdxc,Rational Software Corp,0.864864864864865
04962H50,ATOSSA GENETICS INC,ATOS,atssge,"Atossa Genetics, Inc., nexmic",0.857142857142857
04962P30,ATRIX INTERNATIONAL INC,ATXI.1,tiem,"Atrix International Inc, tiemx",0.838709677419355
04962Q10,ATPLAN INC,APLN.,aplno,AT PLAN INC,1
04963C20,ATRICURE INC,ATRC,atricu,"AtriCure, Inc.",1
04964A10,ATRM HOLDINGS INC,ATRM,,,
04965B10,ATOMERA INC,ATOM,jincqn,Atomera Incorporated,0.733333333333333
04983620,ATTIS INDUSTRIES INC,ATIS,,,
04990410,ATRION CORP,ATRI,atng,Atrion Corporation,0.740740740740741
04990510,ATRIA COMMUNITIES INC,ATRC.1,atriac,ATRIA COMMUNITIES INC,1
05009510,ATWOOD OCEANICS,ATW,atoc,"Atwood Oceanics Inc, atocx",0.756756756756757
05047310,AUBURN NATIONAL BANCORP,AUBN,brnntn,Auburn National Bancorp,1
05069A30,AUDIBLE INC,ADBL,audibl,Audible Inc,1
05070J10,AUDIENCE INC,ADNC,beunxt,Audience Inc.,1
05070R10,AUDENTES THERAPEUTICS INC,BOLD,audeth,"Audentes Therapeutics Inc., eumagy",0.888888888888889
05071H10,AUDIO KING CORP,AUDK,irg,"AUDIO KING CORP, irgx",0.866666666666667
05072710,AUDIO VISUAL SERVICES CORP,AVSV,carbnr,Audio Visual Services Corp,1
05073420,AUDIOEYE INC,AEYE,aueye,AudioEye Inc,1
05074010,AUDIOHIGHWAY.COM,AHWYQ,infohm,Audiohighway.com,1
05104210,AUGAT INC,AUG.1,aug,"Augat Inc, augx",0.818181818181818
05106U10,AUGUST TECHNOLOGY CORP,AUGT,augtek,August Technology Corp,1
05150310,AULT INC,AULT.,aulti,"Ault Inc, aultix",0.727272727272727
05155P10,AURIZON MINES LTD,AZK,,,
05163410,AURORA ENVIRONMENTAL INC,AURE,auror,"Aurora Environmental Inc, aurorx",0.884615384615385
05164B10,AURORA FOODS INC,3AURFQ,,,
05192010,AURORA BIOSCIENCES CORP,ABSC,aurbio,Aurora Biosciences Corp,1
05203610,AURORA OIL & GAS CORP,AOGSQ,roysil,Aurora Oil & Gas Corp,1
05211610,AUSPEX SYSTEMS INC,ASPXQ,auspes,Auspex Systems Inc,1
05266010,AUTHENTEC INC,AUTH,authen,AuthenTec Inc,1
05266110,AUTHENTIC FITNESS,ASM.1,afcorp,"Authentic Fitness Corporation, afcorpx",0.64
05268610,AUTHORIZE.NET HOLDINGS INC,ANET.1,litbrg,Authorize.Net Holdings Inc.,1
05275420,AUTO-TROL TECHNOLOGY CORP,3ATRC,autrol,"Auto-Trol Technology Corp, autrolx",0.862745098039216
05276910,AUTODESK INC,ADSK,atdk,"AutoDesk Inc, atdkx",0.827586206896552
05277010,AUTODIE CORP,3ADIE,atodie,"Autodie Corp, atodiex",0.758620689655172
05277410,AUTOFINANCE GROUP INC,AUFN,atofn,"AUTOFINANCE GROUP INC, atofnx",0.869565217391304
05277610,AUTOIMMUNE INC,AIMM,autimm,AutoImmune Inc,1
05280010,AUTOLIV INC,ALV,atliv,"Autoliv Inc, nsk",0.88
05280310,AUTOLOGIC INFORMATION INTL,AIII.1,,,
05288710,AUTOMATED SYSTEMS INC,ASII.,autsy,"Automated Systems Inc, autsyx",0.869565217391304
05290510,AUTOMOBILE PROTECTION,APCO,autopc,"Automobile Protection Corporation - APCO, autopcx",0.645161290322581
05290710,AUTOCAM CORP,ACAM.1,autcam,"Autocam Corp, autcamx",0.758620689655172
05301510,AUTOMATIC DATA PROCESSING,ADP,audat,"Automatic Data Processing Inc., audatx",0.821428571428571
05329H10,AUTONOMOUS TECHNOLOGIES CORP,ATCI.1,atcfl,Autonomous Technologies Corp,1
05329W10,AUTONATION INC,AN,repres,AutoNation Inc,1
05332610,AUTOTROL CORP,AUTR.,autr,"AUTOTROL CORP, autrx",0.827586206896552
05333110,AUTOWEB.COM INC,AWEB.,atoweb,Autoweb.com Inc,1
05333210,AUTOZONE INC,AZO,atzone,"AutoZone Inc, atzonex",0.774193548387097
05335B10,AUTOWEB INC,AUTO,atoweb,"Autoweb.com Inc, autotl",0.709677419354839
05336P10,AVADO BRANDS INC,AVDO,appsou,Avado Brands Inc,1
05338G10,AVALARA INC,AVLR,,,
05343510,AVALON CORP,AVL.2,aval,"Avalon Corp, avalx",0.8
05343P10,AVALON HOLDINGS CORP,AWX,vlnhdg,Avalon Holdings Corp,1
05348710,AVANT CORP,AVNT,,,
05348P40,AVANIR PHARMACEUTICALS INC,AVNR,ldak,AVANIR Pharmaceuticals Inc.,1
05348W30,AVANEX CORP,AVNX,avanek,"Avanex Corp, lucti",0.8
05349210,AVANTEK INC,AVAK,avtk,"Avantek Inc, avtkx",0.814814814814815
05349530,AVAX TECHNOLOGIES INC,AVXT,avaxte,AVAX Technologies Inc,1
05349M10,AVANTGO INC,AVGO.1,avntgo,"AvantGo Inc, cnetec",0.785714285714286
05350V10,AVANOS MEDICAL INC,AVNS,,,
05351W10,AVANGRID INC,AGR,,,
05354710,AVECOR CARDIOVASCULAR INC,AVEC.,avecrd,"Avecor Cardiovascular Inc, avecrdx",0.872727272727273
05358K10,AVENUE FINANCIAL HOLDINGS,AVNU,avnfhi,"Avenue Financial Holdings, Inc., fed",0.867924528301887
05359610,AVERT INC,AVRT,avtin,Avert Inc,1
05360L20,AVENUE THERAPEUTICS INC,ATXI,ircjja,"Avenue Therapeutics Inc, seexc",0.897959183673469
05361110,AVERY DENNISON CORP,AVY,avryi,"Avery Dennison Corp, avryix",0.85
05366B10,AVIALL INC,AVL.1,avlli,Aviall Inc,1
05366T10,AVIATION GENERAL INC,AVGE,comma,Aviation General Inc,1
05366U10,AVEXIS INC,AVXS,avexii,AveXis Inc.,1
05366Y20,AVIAT NETWORKS INC,AVNW,dgmas,"Aviat Networks Inc., harsco",0.85
05367810,AVIDYN INC,ADYN.,medctl,AVIDYN Inc,1
05367P10,AVID TECHNOLOGY INC,AVID,avidtc,Avid Technology Inc,1
05368M10,AVID BIOSERVICES INC,CDMO,,,
05369010,AVIGEN INC,AVGN,avejen,Avigen Inc,1
05373460,AVINGER INC,AVGR,avingu,Avinger Inc.,1
05376210,AVIRON,AVIR.,avirn,Aviron,1
05377410,AVIS BUDGET GROUP INC,CAR,cmpcrd,Avis Budget Group Inc.,1
05379010,AVIS GROUP HOLDINGS INC,AVI.1,avsrnt,"Avis Group Holdings Inc, banqnp",0.875
05379B10,AVISTA CORP,AVA,wwpow,Avista Corp,1
05379X20,AVISTAR COMMUNICATIONS CORP,AVSR,avstsy,"Avistar Communications Corp, ubs",0.943396226415094
05380710,AVNET INC,AVT,,,
05381A10,AVIZA TECHNOLOGY INC,AVZAQ,avizti,Aviza Technology Inc,1
05389310,AVOCENT CORP,AVCT,apexso,"Avocent Corp, cibecs",0.785714285714286
05430310,AVON PRODUCTS,AVP,,,
05435010,AVONDALE INDUSTRIES INC,AVDL.1,avdnd,"AVONDALE INDUSTRIES INC, avdndx",0.88
05452720,AVTEAM INC,AVTMQ,avtem,AVTEAM Inc,1
05453N10,AWARE INC,AWRE,awinc,Aware Inc,1
05454020,AXCELIS TECHNOLOGIES INC,ACLS,,,
05454610,AXCESS INTERNATIONAL INC,AXSI,ltsi,Axcess International Inc,1
05455L10,AXAR ACQUISITION CORP,AXAR,,,
05455M10,AVROBIO INC,AVRO,avrbi,"Avrobio Inc, seexc",0.814814814814815
05459C10,AXENT TECHNOLOGIES INC,AXNT.,axente,AXENT Technologies Inc,1
05459T10,AXESSTEL INC,AXST,mircmi,Axesstel Inc,1
05461510,AXSYS TECHNOLOGIES INC,AXYS,vrntc,Axsys Technologies Inc,1
05463510,AXYS PHARMACEUTICALS INC,AXPH,arrphm,AxyS Pharmaceuticals Inc,1
05463D10,AXIALL CORP,AXLL,,,
05463X10,AXOGEN INC,AXGN,,,
05464C10,AXON ENTERPRISE INC,AAXN,,,
05464T10,AXSOME THERAPEUTICS INC,AXSM,axsmtt,Axsome Therapeutics Inc,1
05465C10,AXOS FINANCIAL INC,AX,bofihi,Axos Financial Inc,1
05468110,AYDIN CORP,AYD,,,
05480210,AZTAR CORP,AZR.1,aztarc,"Aztar Corp, aztarcx",0.72
05501M10,AZURIX CORP,AZX,,,
05502L10,AZURRX BIOPHARMA INC,AZRX,esoqve,"AzurRx BioPharma, Inc.",1
05508R10,B&G FOODS INC,BGS,beegee,"B & G Foods Inc, itlhmf",0.785714285714286
05527L10,BB&T FINANCIAL CORP,BBTF,bbtfin,"BB And T Financial Corporation, bbtfinx",0.653061224489796
05529810,BCB BANCORP INC,BCBP,baycbk,BCB Bancorp Inc,1
05535510,BCT INTERNATIONAL INC,3BCTI,taco,"BCT International Inc, tacox",0.814814814814815
05536710,BCSB BANCORP INC,BCSB,bcsbbk,BCSB Bankcorp,0.814814814814815
05537W20,BDM INTERNATIONAL INC,BDMI,bdmin,"BDM International Inc, bdminx",0.785714285714286
05538E10,BEI MEDICAL SYSTEMS CO INC,BMED,beiel,BEI Medical Systems Company Inc,1
05538P10,BEI TECHNOLOGIES INC,BEIQ,,,
05540710,BFS BANKORP INC,BFSI,banfs,"BFS Bankorp (New York,NY), banfsx",0.615384615384615
05541210,BFX HOSPITALITY GROUP,BFX,,,
05541T10,BGC PARTNERS INC,BGCP,espdus,"BGC Partners Inc, cfit",0.882352941176471
05544210,BGS SYSTEMS INC,BGSS,bgss,"BGS Systems Inc, bgssx",0.848484848484848
05544610,BHA GROUP HOLDINGS INC,BHAG,bhagrp,BHA Group Holdings Inc,1
05544810,BHC COMMUNICATIONS,BHC.1,bhcinc,"BHC Communications Inc, bhcincx",0.755555555555556
05544W10,BHC FINANCIAL INC,BHCF,bhcfin,"BHC Financial Inc, bhcfinx",0.82051282051282
05546720,BI INC,BIAC,biac,"BI Inc, biacx",0.705882352941176
05547210,BISYS GROUP INC,BSG.Z,bysysi,"BISYS Group Inc, bysysix",0.8
05547U10,BIW LTD,BIW,biru,BIW Ltd,1
05548210,BJ SERVICES CO,BJS.1,bjser,BJ Services Company Ltd.,0.888888888888889
05548E10,BKC SEMICONDUCTORS INC,BKCS.1,bkcusa,"BKC Semiconductors Inc, bkcusax",0.857142857142857
05548J10,BJ'S WHOLESALE CLUB INC,BJ.1,bjswhc,"BJ's Wholesale Club Inc, wabani",0.869565217391304
05549010,BLC FINANCIAL SERVICES INC,BCL.2,blcfs,BLC Financial Services Inc,1
05560710,BMC INDUSTRIES INC,BMMI,bckbms,"BMC Industries Inc, bckbmsx",0.829268292682927
05561K10,BNF BANCORP INC,BNF,firfsb,BNF Bancorp,0.833333333333333
05561Q20,BOK FINANCIAL CORP,BOKF,bokc,BOK Financial Corp,1
05561Y10,BNC MORTGAGE INC,BNCM.,bncmo,BNC Mortgage Inc,1
05562T10,BPI PACKAGING TECHNOLOGIES,BPIE,bpenv,BPI Packaging Technologies Inc,0.923076923076923
05563710,BPW ACQUISITION CORP,BPW,bpwaq,BPW Acquisition Corp.,1
05563910,BPZ RESOURCES INC,BPZRQ,navdec,BPZ Resources Inc,1
05564D10,BRC HOLDINGS INC,BRCP,crns,BRC Holdings Inc,1
05565210,BSB BANCORP,BSBN,bisb,BSB Bancorp Inc,0.833333333333333
05565510,BSD BANCORP INC,3BSDBE,bsdbnp,"BSD Bancorp Inc, bsdbnpx",0.8
05566T10,BNC BANCORP,BNCN,bnnrcr,"BNC Bancorp, zkir",0.833333333333333
05569C10,BMP SUNSTONE CORP,BJGP,jstgcf,BMP Sunstone Corporation,0.810810810810811
05571010,BSML INC,BSMLQ,ionlas,BSML Inc.,1
05573H10,BSB BANCORP INC,BLMT,bisb,BSB Bancorp Inc,1
05576J10,BTG INC,BTGI.,btgusa,"BTG Inc, btgusax",0.666666666666667
05580M10,B. RILEY FINANCIAL INC,RILY,,,
05587G10,BK TECHNOLOGIES CORP,BKTI,adainc,"BK Technologies Corp, seexc",0.878048780487805
05591410,B M J FINANCIAL CORP,BMJF,bmjfin,"BMJ Financial Corporation, bmjfinx",0.695652173913044
05591820,BNH BANCSHARES INC,BNHB,bnhb,"BNH Bancshares, bnhbx",0.742857142857143
05591B10,BMC STOCK HOLDINGS INC,BMCH,,,
05592110,BMC SOFTWARE INC,BMC,bmcsft,"BMC Software Inc, bmcsftx",0.810810810810811
05593110,B U M INTERNATIONAL INC,3BUMME,camizi,BUM International Inc,1
05593410,BPI ENERGY HOLDINGS INC,BPIGF,bpiind,BPI Energy Holdings Inc.,1
05593610,BNCCORP INC,BNCC,bnccnd,"BNCCorp Inc, comfbk",0.785714285714286
05603210,BTU INTERNATIONAL INC,BTUI,btuint,BTU International Inc,1
05604210,BWC FINANCIAL CORP,BWCF,bwcfin,BWC Financial Corp (California),1
05605H10,BWX TECHNOLOGIES INC,BWXT,,,
05606410,BYL BANCORP,BOYL,bkyorb,BYL Bancorp,1
05608810,BABBAGES INC,BBGS,babcom,"Babbage's Inc, babcomx",0.774193548387097
05618010,BABY SUPERSTORE INC,BSST,babsup,BABY SUPERSTORE INC,1
05635W10,BACK YARD BURGERS INC,BYBI,bckbgs,Backyard Burgers Inc,1
05643910,BACOU USA INC,BAU,bacouu,Bacou USA Inc,1
05652510,BADGER METER INC,BMI,bmtr,Badger Meter Inc,1
05654310,BADGER PAPER MILLS INC,BPMI,badpm,"Badger Paper Mills Inc, badpmx",0.869565217391304
05677130,BAILEY CORP,BAIB,,,
05709710,BAIRNCO CORP,BZ.2,brnc,"Bairnco Corp, brncx",0.814814814814815
05722G10,BAKER HUGHES A GE CO,BHGE,bakint,"Baker Hughes Incorporated, gnelc",0.681818181818182
05746510,BAKERS FOOTWEAR GROUP INC,BKRSQ,bakfot,"Bakers Footwear Group Inc, snatco",0.884615384615385
05762310,BALANCE BAR CO,BBAR.1,balbar,Balance Bar Co,1
05763010,BALANCED CARE CORP,BAL.2,balcar,Balanced Care Corp,1
05766520,BALCHEM CORP,BCPC,balchm,"Balchem Corporation, balchmx",0.611111111111111
05774110,BALDOR ELECTRIC CO,BEZ,balec,"Baldor Electric Company, balecx",0.842105263157895
05824610,BALDWIN PIANO & ORGAN CO,BPAOQ,bpoc,"Baldwin Piano, Inc., lspaul",0.731707317073171
05826410,BALDWIN TECHNOLOGY CO,BLD.2,baldt,"Baldwin Technology Company Inc, baldtx",0.791666666666667
05849810,BALL CORP,BLL,,,
05851610,BALLANTYNE STRONG INC,BTN,ballom,"Ballantyne Strong, Inc.",1
05856610,BALLARD MEDICAL PRODUCTS,BMP.1,balmd,"BALLARD MEDICAL PRODUCTS, balmdx",0.88
05873110,BALLY GAMING INTL INC,BGII.,balgam,BALLY GAMING INTERNATIONAL INC,1
05873C10,BALLY ENTERTAINMENT CORP,BLY,balman,Bally Entertainment Corporation,0.862745098039216
05873J10,BALLY'S GRAND INC,BGLV,,,
05874B10,BALLY TECHNOLOGIES INC,BYI,advpat,Bally Technologies Inc,1
05882210,BALTEK CORP,BTEK,btek,Baltek Corp,1
05902910,BALTIMORE BANCORP,BBB.2,sbalt,"BALTIMORE BANCORP, sbaltx",0.842105263157895
05936110,BAM ENTERTAINMENT INC,BFUN,bment,"BAM! Entertainment, Inc., fispay",0.869565217391304
05945110,BANCFLORIDA FINANCIAL CORP,BFL.1,nfsl,"BANCFLORIDA FINANCIAL (FL), nfslx",0.784313725490196
05945F10,BANCFIRST CORP/OK,BANF,,,
05945K10,BANCINSURANCE CORP,BCIS,bncin,"Bancinsurance Corp, bncinx",0.85
05968410,BANCORP CONN INC,BKCT.,bnconn,Bancorp Connecticut Inc,0.810810810810811
05968P10,BANCORP NEW JERSEY INC,BCNJ,njsb,"BANCORP NEW JERSEY, njsbx",0.780487804878049
05969010,BANCORP RHODE ISLAND INC,BARI,bnkrdi,Bancorp Rhode Island Inc,1
05969A10,BANCORP INC,TBBK,stbanc,"S&T Bancorp Inc, stbancx",0.709677419354839
05970V10,BANCORP 34 INC,BCTF,,,
05971J10,BANCORPSOUTH BANK,BXS,bnmiss,BancorpSouth Inc,0.75
05979010,BANCWEST CORP,BWE,,,
05988J10,BANDWIDTH INC,BAND,brandw,"Bandwidth Inc., nasdaq",0.8125
05990K10,BANC OF CALIFORNIA INC,BANC,fstpct,"Banc of California Inc., staban",0.869565217391304
05991510,BANCORP OF NEW JERSEY INC,BKJ,bkjaaj,"Bancorp of New Jersey, Inc.",1
06050510,BANK OF AMERICA CORP,BAC,ncnbco,Bank of America Corporation,0.829268292682927
06212810,BANK OF FLORIDA CORP,BOFLQ,banfla,"Bank of Florida Corp, exfrbn",0.85
06240110,BANK OF GRANITE CORP,GRAN,bgran,Bank of Granite Corp,1
06254010,BANK OF HAWAII CORP,BOH,bnchaw,Bank of Hawaii Corp,1
06342510,BANK OF MARIN BANCORP,BMRC,bankma,"Bank of Marin Bancorp, bindg",0.878048780487805
06375010,BANK MUTUAL CORP,BKMU,mmsb,"Bank Mutual Corp, msbmhc",0.823529411764706
06384010,BANK OF NEW ENGLAND CORP,NEBK,bkne,"Bank of New England Corp, bknex",0.888888888888889
06405810,BANK OF NEW YORK MELLON CORP,BK,bnyc,"The Bank of New York Mellon Corporation, mnbp",0.766666666666667
06417N10,BANK OZK,OZK,,,
06423A10,BANK ONE CORP,ONE.1,,,
06424J10,BANK OF COMMERCE HOLDINGS,BOCH,rddnbp,Bank of Commerce Holdings,1
06425J10,BANK OF THE CAROLINAS,BCAR,bandav,"Bank of the Carolinas Corp., bcfncp",0.782608695652174
06444610,BANK PLUS CORP,BPLS.,fifed,Bank Plus Corp,1
06452010,BANK OF PRINCETON,BPRN,boprit,"The Bank of Princeton, pasca",0.789473684210526
06506610,BANK SOUTH CAROLINA CORP,BKSC,bksc,Bank of South Carolina,0.85
06506810,BANK SOUTH CORP,BKSO,bkso,"Bank South Corp, bksox",0.838709677419355
06541210,BANK UNITED CORP,BNKU.1,banu,"Bank United Corp, natcor",0.823529411764706
06563110,BANK WEST FINANCIAL CORP,BWFC,bwest,Bank West Financial Corp,1
06605R10,BANKBOSTON CORP,BKB.2,baybnk,"BayBanks Inc, fnbb",0.6
