cusip,comp_conm,tic,factiva_tag,factiva_name,sim
00020910,A & W BRANDS INC,SODA.1,,,
00030710,AAC HOLDINGS INC,AAC,aacho,AAC Holdings Inc,1
00036020,AAON INC,AAON,aaoni,Aaon Inc,1
00036110,AAR CORP,AIR,aar,"AAR Corp, aarx",0.777777777777778
00075210,ABC-NACO INC,ABCRQ,abcra,ABC-NACO Inc,1
00077R10,ABR INFORMATION SERVICES INC,ABRX.,abrinf,ABR Information Services Inc,1
00078110,ABS INDUSTRIES INC,ABSI,absic,"ABS Industries Inc, absicx",0.85
00078210,ABT BUILDING PRODUCTS CORP,ABTC,abtbul,ABT Building Products Corp,1
00078810,A B WATLEY GROUP INC,ABWG,intfis,AB Watley Group Inc,1
00079410,ACC CORP,ACCC.,acccor,"ACC Corp, acccorx",0.666666666666667
00081T10,ACCO BRANDS CORP,ACCO,accwld,"ACCO Brands Corp, ambri",0.848484848484848
00086810,ACNB CORP,ACNB,acnbcp,ACNB Corp,1
00086T10,A.C. MOORE ARTS & CRAFTS INC,ACMR.1,moorac,A.C. Moore Arts & Crafts Inc,1
00087230,ACS ENTERPRISES INC,ACSE,acse,"ACS Enterprises Inc, acsex",0.878048780487805
00087B10,ACR GROUP INC,BRR,timen,ACR Group Inc,1
00087X10,ACSYS INC,AYS.,acsinc,Acsys Inc,1
00088510,ADCO TECHNOLOGIES INC,ADCO.1,adctch,ADCO TECHNOLOGIES,0.888888888888889
00088630,ADC TELECOMMUNICATIONS INC,ADCT,mgnec,ADC Telecommunications Inc,1
00088E10,ACTV INC,IATV,actvi,ACTV Inc,1
00088U10,A D A M INC,ADAM.1,adamsf,A.D.A.M. Inc,1
00089910,ADMA BIOLOGICS INC,ADMA,admbli,"ADMA Biologics Inc., burlc",0.871794871794872
00089C10,ADE CORP/MA,ADEX,,,
00090Q10,ADT INC,ADT,,,
00095010,AFC CABLE SYSTEMS INC,AFCX,afccab,AFC Cable Systems Inc,1
00095510,ACT TELECONFERENCING INC,ACTT.1,acttlc,Act Teleconferencing Inc,1
00095710,ABM INDUSTRIES INC,ABM,ambm,ABM Industries Inc,1
00097310,ACT MANUFACTURING INC,AMNUQ,actmnf,ACT Manufacturing Inc,1
00097510,ACT NETWORKS INC,ANET.,actnet,ACT Networks Inc,1
00101J10,ADT CORP,ADT.4,,,
00103010,AEL INDUSTRIES,AELNA,aelna,"AEL Industries INC, aelnax",0.722222222222222
00103110,AEP INDUSTRIES INC,AEPI,aepin,AEP Industries Inc,1
00104G10,AESP INC,AESP,advele,"AESP Inc, alldsc",0.727272727272727
00105510,AFLAC INC,AFL,afl,"AFLAC Inc, aflx",0.818181818181818
00107310,AG ASSOCIATES INC,AGAI,agasso,AG Associates Inc,1
00108410,AGCO CORP,AGCO,agcocp,"AGCO Corp, agcocpx",0.695652173913044
00108J10,ACM RESEARCH INC,ACMR,acmres,ACM Research Inc,1
00108M10,AG&E HOLDINGS INC,AGNUQ,,,
00125010,AG SERVICES OF AMERICA,ASV.2,agser,"AG Services Of America Inc, agserx",0.791666666666667
00128210,A. H. BELO CORP,AHC,belo,Belo Corp,0.888888888888889
00129610,AHL SERVICES INC,AHLS,ahlsrv,AHL Services Inc,1
00130310,AHPC HOLDINGS INC,GLOV,adsid,"AHPC Holdings Inc, wemrub",0.842105263157895
00130H10,AES CORP (THE),AES,aescor,"The AES Corp, ebsblg",0.608695652173913
00130R10,AHT CORP,AHTCQ,att,AT&T Corp,0.857142857142857
00142310,AIM TELEPHONES INC,7547B,are,"AIM Telephones Inc, arex",0.894736842105263
00154710,AK STEEL HOLDING CORP,AKS,armcos,AK Steel Holding Corp,1
00157530,ALC COMMUNICATIONS INC,ALC.2,belatt,"Verizon Communications Inc., cmbnet",0.692307692307692
00160010,ALCO STORES INC,ALCSQ,ducal,Duckwall Alco Stores Inc,0.777777777777778
00162710,ALJ REGIONAL HOLDINGS INC,ALJJ,nrtthe,ALJ Regional Holdings Inc,1
00163U10,AMAG PHARMACEUTICALS INC,AMAG,advmag,AMAG Pharmaceuticals Incorporated,0.851851851851852
00164V10,AMC NETWORKS INC,AMCX,,,
00165C10,AMC ENTERTAINMENT HOLDINGS,AMC,amce,"AMC Entertainment Holdings Inc, cnyc",0.857142857142857
00169310,AMFM INC,AFM.3,,,
00171210,AMICAS INC,AMCS,amicai,"AMICAS Inc, infocr",0.769230769230769
00173310,AML COMMUNICATIONS INC,AMLJ,amlcom,AML Communications Inc,1
00174410,AMN HEALTHCARE SERVICES INC,AMN,amnhea,"AMN Healthcare Services Inc, bment",0.909090909090909
00180C10,AMX CORP,AMXC,amxcor,AMX Corp,1
00181310,ANC RENTAL CORP,ANCJQ,ancren,"ANC Rental Corp, repres",0.8125
00181T10,A-MARK PRECIOUS METALS INC,AMRK,,,
00182C10,ANI PHARMACEUTICALS INC,ANIP,aniphi,"ANI Pharmaceuticals, Inc., diasy",0.897959183673469
00183210,AOI COAL CO,3AOIC,aoicoa,"AOI Coal Co Inc, aoicoax",0.620689655172414
00183L10,ANGI HOMESERVICES INC,ANGI,anlist,Angie's List Inc,0.705882352941176
00184X10,AOL INC,AOL,aonlin,AOL Inc.,1
00185E10,APAC CUSTOMER SERVICES INC,APAC,pcctls,APAC Customer Services inc,1
00187E20,API TECHNOLOGIES CORP,ATNY,rubiv,API Technologies Corp.,1
00190310,ASK GROUP INC,ASKI,aski,"ASK Group Inc, askix",0.827586206896552
00190710,AST RESEARCH INC,ASTA,astres,"AST Research Inc (Irvine,CA), astresx",0.666666666666667
00191G10,ARC DOCUMENT SOLUTIONS INC,ARC,,,
00191U10,ASGN INC,ASGN,,,
00192010,ARCO CHEMICAL CO,RCM.1,achem,"ARCO CHEMICAL CO, achemx",0.823529411764706
00192610,ANB CORP,ANBC,,,
00193020,ARI NETWORK SERVICES INC,ARIS,agdric,"ARI Network Services Inc, agdricx",0.862745098039216
00193610,A PEA IN THE POD INC,APOD,appod,"A Pea In The Pod (Dallas,TX)",0.857142857142857
00193710,APS HOLDING CORP,APSI.,apshol,APS Holdings Corp,0.96551724137931
00194410,ARM FINANCIAL GROUP INC,ARMGQ,armfn,ARM Financial Group Inc,1
00195750,AT&T CORP,T.2,att,"AT&T Corp, ncrco",0.736842105263158
00196310,A S V INC,ASVI,asvic,ASV Inc,1
00198410,AMB FINANCIAL CORP,AMFC,ambfin,AMB Financial Corp,1
00202H10,APP PHARMACEUTICALS INC,APPX,appceu,APP Pharmaceuticals Inc,1
00202M10,APL LTD,APL.4,ampres,APL Limited,1
00204C10,ARV ASSISTED LIVING INC,SRS.1,rvssst,ARV Assisted Living Inc,1
00204W10,ARI HOLDINGS INC,9255B,amrg,"ARI Holdings, Inc",1
00206210,AT&E CORP,7200B,,,
00206710,ATC GROUP SERVICES INC,ATCS.,atcenv,ATC Group Services Inc,1
00206F10,ASI SOLUTIONS INC,ASIS,asiso,A S I SOLUTIONS INC,1
00206J10,AT & T CAPITAL CORP,3187B,,,
00206P10,ATG INC,ATGCQ,atginc,ATG Inc,1
00206R10,AT&T INC,T,att,"AT&T Corp, sbcatt",0.7
00207510,ATI MEDICAL INC,7622B,atimed,"ATI Medical, atimedx",0.645161290322581
00207M10,ATL PRODUCTS INC,ATLPA,atlpa,ATL Products Inc,1
00207N10,ATL ULTRASOUND INC,ATLI.,,,
00207R10,ATMI INC,ATMI,advtm,ATMI Inc,1
00208310,ATS MEDICAL INC,ATSI,hlxbio,"ATS Medical Inc, hlxbiox",0.8
00208J10,ATP OIL & GAS CORP,ATPAQ,atpoil,ATP Oil & Gas Corporation,0.787878787878788
00209A10,AT&T WIRELESS SERVICES INC,AWE.2,attwir,"New Cingular Wireless Services, Inc., cingw",0.711864406779661
00209C10,ATC HEALTHCARE INC,AHNA,tlc,ATC Healthcare Inc,1
00211E10,ATS CORP,ATSC,fdsrac,ATS Corporation,0.666666666666667
00211W10,ATC TECHNOLOGY CORP,ATAC.1,arfmar,ATC Technology Corp,1
00211Y50,ARCA BIOPHARMA INC,ABIO,idarc,ARCA biopharma Inc,1
00212110,A10 NETWORKS INC,ATEN,atentw,A10 Networks Inc.,1
00213H10,ARC GROUP WORLDWIDE INC,ARCW,,,
00213J10,ATC VENTURES GROUP INC,ATCV,,,
00213T10,ASB BANCORP INC,ASBB,ashsbs,ASB Bancorp Inc.,1
00215F10,ATN INTERNATIONAL INC,ATNI,attenk,ATN International Inc.,1
00215L10,ASV HOLDINGS INC,ASV,,,
00244410,AVX CORP,AVX,,,
00244810,AW COMPUTER SYSTEMS,3AWCSA,awcsa,"AW Computer Systems Inc, awcsax",0.772727272727273
00245110,AXA FINANCIAL INC,AXF.1,,,
00245810,AXS-ONE INC,3AXSO,cptron,AXS-One Inc.,1
00246W10,AXT INC,AXTI,axtal,AXT Inc,1
00247410,AZZ INC,AZZ,azman,"AZZ Inc, cookrr",0.7
00252W10,AAIPHARMA INC,AAIIQ.1,apanin,AAIPharma Services,0.666666666666667
00255310,ABACUS DIRECT CORP,ABDR.1,abacdi,Abacus Direct Corp,1
00256410,ABATIX CORP,ABIX,abaenv,Abatix Corp,1
00256710,ABAXIS INC,ABAX,abaxs,Abaxis Inc,1
00278610,ABBEY HEALTHCARE GROUP INC,ABBY.1,abbhgi,"Abbey Healthcare Group Inc, abbhgix",0.872727272727273
00282410,ABBOTT LABORATORIES,ABT,abotlb,"Abbott Laboratories Inc, brstmy",0.666666666666667
00287Y10,ABBVIE INC,ABBV,abvbba,"AbbVie Inc., nilgyd",0.769230769230769
00289620,ABERCROMBIE & FITCH,ANF,aberft,Abercrombie & Fitch Co,0.941176470588235
00289Y10,ABEONA THERAPEUTICS INC,ABEO,chmc,Abeona Therapeutics Inc,1
00338710,ABEX INC,ABE.2,abexi,ABEX INC,1
00339010,ABIGAIL ADAMS NATL BANCORP,AANB,abadb,Abigail Adams National Bancorp Inc,0.851851851851852
00339B10,ABGENIX INC,ABGX,abgeni,"Abgenix, Inc",1
00350L10,ABINGTON BANCORP INC,ABBC,absavb,Abington Bancorp Inc,1
00365410,ABIOMED INC,ABMD,abmd,"Abiomed Inc, abmdx",0.814814814814815
00370910,ABLE ENERGY INC,ABLE,ablene,Able Energy Inc.,1
00371230,ABLE TELCOM HOLDING CORP,3ABTE,abteho,"ABLE TELCOM HOLDING CORP, cantdv",0.875
00371N40,ABLE LABORATORIES INC,ABLSQ,dyngn,"Able Laboratories Inc, warla",0.827586206896552
00371W10,ABLEST INC,AIH,chhc,Ablest Inc,1
00373610,ABOUT.COM INC,BOUT.,mncmp,About Inc,0.857142857142857
00374N10,ABOVENET INC,ABVT,abvnti,Abovenet Inc,1
00383Y10,ABRAXIS BIOSCIENCE INC,ABII,ambios,"American BioScience Inc, amphpt",0.693877551020408
00386310,ABSOLUTE ENTERTAINMENT INC,ABSO,absoen,Absolute Entertainment Inc,1
00388130,ACACIA RESEARCH CORP,ACTG,acre,Acacia Research Corp,1
00401C10,ACACIA COMMUNICATIONS INC,ACIA,qgapro,Acacia Communications Inc.,1
00404A10,ACADIA HEALTHCARE CO INC,ACHC,acdhlc,"Acadia Healthcare Co, phcinc",0.826086956521739
00422510,ACADIA PHARMACEUTICALS INC,ACAD,acadia,"ACADIA Pharmaceuticals Inc, gnzyme",0.892857142857143
00430510,ACCENT COLOR SCIENCES INC,ACLR,aclro,Accent Color Sciences Inc,1
00430810,ACCEPTANCE INSURANCE COS INC,AICIQ,orng,"Acceptance Insurance Cos Inc, orngx",0.912280701754386
00430H10,ACCELERATE DIAGNOSTICS INC,AXDX,aclrei,Accelr8 Technology Corp,0.608695652173913
00430L10,ACCENTIA BIOPHARMACEUTICALS,ABPI,accbph,"Accentia BioPharmaceuticals, Inc.",0.928571428571429
00430U10,ACCELRYS INC,ACCL,phrmcp,Accelrys Inc,1
00431F10,ACCESS ANYTIME BANCORP INC,AABC,fsbnm,Access Anytime Bancorp Inc,1
00431L10,ACCESS HEALTH INC,ACCS.1,acchea,"Access Health Inc, blucow",0.842105263157895
00432520,ACCLAIM ENTERTAINMENT INC,AKLM,aclent,"Acclaim Entertainment Inc, aclentx",0.872727272727273
00433410,ACCOM INC,ACMM,accomu,Accom Inc,1
00433710,ACCESS NATIONAL CORP,ANCX,acsnat,"Access National Corp, fcftin",0.857142857142857
00433N10,ACCESS PLANS USA INC,AUSA,presmc,Access Plans USA Inc,1
00434H10,ACCELERON PHARMA INC,XLRN,acclpi,Acceleron Pharma Inc.,1
00437V10,ACCREDO HEALTH INC,ACDO,accrdo,Accredo Health Inc,1
00437W10,ACCRUE SOFTWARE INC,ACRUQ,accrsw,Accrue Software Inc,1
00438330,ACCUMED INTERNATIONAL INC,3ACMI.,almbsc,"AccuMed International Inc, bekdik",0.833333333333333
00439710,ACCURAY INC,ARAY,accray,Accuray Inc,1
00439T20,ACCURIDE CORP,ACW,accurd,"Accuride Corporation, boeing",0.648648648648649
00440310,ACE CASH EXPRESS INC,AACE.,acecsh,"ACE Cash Express, Inc., acecshx",0.837209302325581
00444610,ACETO CORP,ACETQ,acet,"Aceto Corp, acetx",0.782608695652174
00444910,ACHAOGEN INC,AKAOQ,achaog,"Achaogen, Inc., nrmlph",0.8
00444P10,ACER THERAPEUTICS INC,ACER,,,
00444T10,ACELRX PHARMACEUTICALS INC,ACRX,acelpi,AcelRx Pharmaceuticals Inc.,1
00448Q20,ACHILLION PHARMACEUTICALS,ACHN,achlon,Achillion Pharmaceuticals Inc,0.923076923076923
00449810,ACI WORLDWIDE INC,ACIW,appc,"ACI Worldwide Incorporated, hchnln",0.695652173913044
00452710,ACKERLEY GROUP INC,AK,ackeri,The Ackerley Group Inc,0.918918918918919
00461620,ACMAT CORP,ACMTA,acmt,Acmat Corp,1
00461P10,ACLARA BIOSCIENCES INC,ACLA,cliper,"Caliper Life Sciences Inc, sobio",0.653061224489796
00461U10,ACLARIS THERAPEUTICS INC,ACRS,aclrth,"Aclaris Therapeutics, Inc",1
00462610,ACME-CLEVELAND CORP,AMT.1,acmec,"Acme Cleveland Corp, acmecx",0.85
00463110,ACME COMMUNICATIONS INC,ACME,acmetv,ACME Communications Inc,1
00464410,ACME ELECTRIC CORP,ACEE,acmel,"ACME Electric Corp, acmelx",0.842105263157895
00472410,ACME METALS INC,AMIIQ,acmstl,"ACME Metals Inc, acmstlx",0.8
00476410,ACME PACKET INC,APKT,acmep,Acme Packet Inc,1
00481610,ACME UNITED CORP,ACU,acuco,"Acme United Corp, acucox",0.823529411764706
00483310,ACNIELSEN CORP,ART.2,niel,ACNielsen Corporation,0.787878787878788
00484810,ACORN ENERGY INC,ACFN,dsof,Acorn Energy Inc.,1
00485720,ACORN PRODUCTS INC,ACRN,acrnpd,Acorn Products Inc,1
00491010,ACTION AUTO RENTAL,3AXXN,actar,"Action Auto Rental, actarx",0.842105263157895
00491110,ACTION AUTO STORES INC,3AASQE,aautos,"Action Auto Stores Inc, aautosx",0.851063829787234
00493310,ACTION PERFORMANCE COS INC,ATN.2,actper,Action Performance Companies Inc,1
00493410,ACTEL CORP,ACTL.1,altcrp,Altera Corp,0.736842105263158
00493610,ACRES GAMING INC,AGAM.1,acgam,Acres Gaming Inc,1
00493810,ACTIVE VOICE CORP,ACVC,actvoc,Active Voice LLC,0.827586206896552
00500E10,ACRODYNE COMMUNICATIONS INC,ACRO,deccap,Acrodyne Communications Inc,1
00503U10,ACTERNA CORP,3ACTRQ,dyntch,Acterna Corp,1
00506D10,ACTIVE NETWORK INC,ACTV,actntw,"The Active Network, Inc.",0.918918918918919
00506P10,ACTIVIDENTITY CORP,ACTI,activc,ActivIdentity Corporation,0.829268292682927
00507V10,ACTIVISION BLIZZARD INC,ATVI,actvis,"Activision Blizzard Inc., elarts",0.88
00508B10,ACTUATE CORP,BIRT,actate,Actuate Corp,1
00508Y10,ACUITY BRANDS INC,AYI,acuity,"Acuity Brands Inc, nas",0.914285714285714
00509410,ACTUA CORP,ACTA,,,
00509810,ACUSHNET HOLDINGS CORP,GOLF,,,
00509L80,ACURA PHARMACEUTICALS INC,ACUR,haldrg,"Acura Pharmaceuticals, Inc.",1
00511310,ACUSON CORP,ACN.2,acusn,"Acuson Corp, acusnx",0.769230769230769
00531320,ADAC LABORATORIES,ADAC.,adlab,"ADAC Laboratories, adlabx",0.727272727272727
00547W20,ADAMIS PHARMACEUTICALS CORP,ADMP,cellph,Adamis Pharmaceuticals Corporation,0.87719298245614
00548A10,ADAMAS PHARMACEUTICALS INC,ADMS,nrmlcp,Adamas Pharmaceuticals Inc.,1
00622820,ADAMS GOLF INC,ADGF,adgolf,Adams Golf Inc,1
00635130,ADAMS RESOURCES & ENERGY INC,AE,ae,Adams Resources & Energy Inc,1
00650M10,ADAPTIVE BROADBAND CORP.,ADAP.1,califm,"Adaptive Broadband Corp, nrthrp",0.875
00650P30,ADAPTIVE SOLUTIONS INC,ADPVQ,adapsl,Adaptive Solutions Inc,1
00651610,ADDINGTON RESOURCES INC,ADDR,addres,"Addington Resources Inc, addresx",0.862745098039216
00673910,ADDUS HOMECARE CORP,ADUS,,,
00685420,ADEPT TECHNOLOGY INC,ADEP,adtec,"Adept Technology Inc, kobest",0.863636363636364
00685510,ADEPTUS HEALTH INC,ADPTQ,fchcer,Adeptus Health Inc.,1
00686410,ADEZA BIOMEDICAL CORP,ADZA,adezab,"Adeza Biomedical Corporation, adezabx",0.730769230769231
00686610,ADFLEX SOLUTIONS INC,AFLX,adfsol,ADFLEX SOLUTIONS INC,1
00686U10,ADESA INC,KAR.1,adesa,"ADESA Inc, mpl",0.857142857142857
00687410,ADIA SERVICES INC,ADIA.,,,
00687D10,ADESTO TECHNOLOGIES CORP,IOTS,,,
00688A10,ADIAL PHARMACEUTICALS,ADIL,adialp,"ADial Pharmaceuticals LLC, seexc",0.833333333333333
00709330,ADMAR GROUP INC,ADMR.,admarg,"Admar Group Inc, admargx",0.8
00723110,ADMIRALTY BANCORP INC,AAAB.,admbnc,Admiralty Bancorp Inc,1
00724010,ADOBE RESOURCES CORP,ADB.1,adobog,"ADOBE RESOURCES CORP (TX), adobogx",0.8
00724F10,ADOBE INC,ADBE,adosy,"Adobe Systems Inc, applc",0.6
00724X10,ADOLOR CORP,ADLR,adolor,"Adolor Corp, robphm",0.769230769230769
00726A10,ADOMANI INC,ADOM,,,
00736110,ADRIEN ARPEL INC,AFN.2,alfn,Adrien Arpel Inc,1
00737L10,ADTALEM GLOBAL EDUCATION INC,ATGE,kgsm,DeVry Education Group Inc,0.612244897959184
00737P10,ADSTAR INC,ADST,adstcm,AdStar Inc,1
00738310,ADVANCE CIRCUITS INC,ADVC.,advc,"Advance Circuits Inc, advcx",0.883720930232558
00738A10,ADTRAN INC,ADTN,atninc,Adtran Inc,1
00738B10,ADVACARE INC,AVCR,advaus,"ADVACARE INC, advausx",0.774193548387097
00743710,ADVANCE FINANCIAL BANCORP,AFBC,adfinb,Advance Financial Bancorp,1
00750D10,ADVANCE ROSS CORP,AROS.,aros,"ADVANCE ROSS CORP, arosx",0.857142857142857
00751Y10,ADVANCE AUTO PARTS INC,AAP,,,
00752510,ADVANCED DIGITAL INFO CORP,ADIC,addgi,Advanced Digital Information Corp,0.867924528301887
00752H10,ADVANCED BATTERY TECH INC,ABAT,cllf,"Advanced Battery Technologies, Inc",0.851851851851852
00752J10,ADVANCED ANALOGIC TECH,AATI,,,
00753C10,ADVANCED LIGHTING TECH INC,3ADLTQ,adtchv,"Advanced Lighting Technologies Inc, digene",0.774193548387097
00753J30,ADVANCED FINANCIAL,3AVFI.,afsol,Advanced Financial Solutions Inc,0.723404255319149
00753T10,ADVANCED MARKETING SERVICES,MKTSQ.,advmar,"Advanced Marketing Services Inc, advmarx",0.819672131147541
00753U10,ADVANCED MATERIALS GROUP INC,ADMGQ,advmt,Advanced Materials Group Inc,1
00754E10,ADVANCED PHOTONIX INC,API,advpht,"Advanced Photonix Inc, xsuper",0.869565217391304
00754R10,ADVANCED SURGICAL INC,ASUR.1,advsur,Advanced Surgical Inc,1
00755C10,ADVANTAGE BANCORP,AADV,adbanc,"Advantage Bancorp Inc, adbancx",0.744186046511628
00755F10,ADVANCED TISSUE SCI,ATISZ,marowt,"Advanced Tissue Sciences Inc, marowtx",0.68
00755P10,ADVANTAGE HEALTH CORP,ADHC.,adheal,"Advantage Health Corp, adhealx",0.844444444444445
00756610,ADVEST GROUP INC,ADV.2,avst,"The Advest Group Inc, avstx",0.789473684210526
00758510,ADVO INC,AD,advs,"ADVO Inc, advsx",0.761904761904762
00760B10,AEGIS COMMUNICATIONS GROUP,AGIS,natpub,Aegis Communications Group Inc,0.923076923076923
00760J10,AEHR TEST SYSTEMS,AEHR,aehrts,Aehr Test Systems,1
00762430,ADVAXIS INC,ADXS,grtexa,Advaxis Inc,1
00762W10,ADVISORY BOARD CO,ABCO,adbord,"The Advisory Board Company, amnhea",0.769230769230769
00763110,AEQUITRON MEDICAL INC,AQTN,aeqm,"Aequitron Medical Inc, aeqmx",0.888888888888889
00763M10,ADVANCED MEDICAL OPTICS INC,EYE.3,admdop,Advanced Medical Optics Inc,1
00765510,AERIAL COMMUNICATIONS INC,AERL.1,,,
00766T10,AECOM,ACM,,,
00767E10,AEGERION PHARMACEUTICALS INC,AEGR,aegphi,"Aegerion Pharmaceuticals, Inc., bwayhd",0.9
00769210,AERO SYSTEMS ENGINEERING INC,AERS.,arsyen,"Aero Systems Engineering Inc, arsyenx",0.88135593220339
00770C10,ADVANCED EMISSIONS SOLUTIONS,ADES,,,
00770F10,AEGION CORP,AEGN,,,
00770K20,AEMETIS INC,AMTX,mrwch,AE Biofuels Inc.,0.64
00771V10,AERIE PHARMACEUTICALS INC,AERI,aeripi,"Aerie Pharmaceuticals, Inc, cmpxct",0.888888888888889
00773710,AEROCENTURY CORP,ACY,arcnty,Aerocentury Corp,1
00773J10,AEGLEA BIOTHERAPEUTICS INC,AGLE,agbthi,Aeglea Biotherapeutics Inc.,1
00773T10,ADVANSIX INC,ASIX,advxis,"AdvanSix Inc, aldchm",0.8
00773U10,ADVERUM BIOTECHNOLOGIES,ADVM,avlbti,Avalanche Biotechnologies Inc.,0.72
00776710,AEROFLEX HOLDING CORP,ARX,aflxin,Aeroflex Holding Corp.,1
00776810,AEROFLEX INC,ARXX,aflxin,Aeroflex Holding Corp.,0.774193548387097
00777930,AEROGEN INC,3AEGN,aedrug,AeroGen Inc,1
00778610,AEROHIVE NETWORKS INC,HIVE,,,
00780010,AEROJET ROCKETDYNE HOLDINGS,AJRD,ajet,"Aerojet Rocketdyne Inc, gntrrb",0.730769230769231
00786910,AEROQUIP-VICKERS INC,ANV.1,libowf,Aeroquip-Vickers Inc,1
00790310,ADVANCED MICRO DEVICES,AMD,amd,"Advanced Micro Devices Inc, amdx",0.833333333333333
00790K10,ADVANCEPCS,ADVP.,adpara,"AdvancePCS, rteaid",0.769230769230769
00790R10,ADVANCED DRAINAGE SYSTEMS,WMS,advdra,"Advanced Drainage Systems, Inc.",0.92
00790X10,ADVANCED DISPOSAL SERVICES,ADSW,,,
00794220,ADVANTA CORP,ADVBQ,tsof,"Advanta Corp, tsofx",0.814814814814815
00794810,ADVANCED LOGIC RESEARCH INC,AALR,advlr,"ADVANCED LOGIC RESEARCH INC, advlrx",0.892857142857143
00795210,ADVANCED PROMOTION TECH INC,APTV.1,advprm,"Advanced Promotion Technologies, advprmx",0.754098360655738
00797410,ADVENT SOFTWARE INC,ADVS,adtsof,Advent Software Inc,1
00801530,AEROSONIC CORP,AIM,asonic,"Aerosonic Corp, asonicx",0.787878787878788
00807310,AEROVIRONMENT INC,AVAV,aervnt,"AeroVironment Inc, aervntx",0.829268292682927
00808M10,AEROVOX INC,ARVXQ,aervin,"Aerovox Inc, aervinx",0.758620689655172
00817Y10,AETNA INC,AET,aetla,Aetna Inc,1
00818810,AFFILIATED COMMUNITY BANCORP,AFCB.1,,,
00826A10,AFFYMAX INC,AFFY,affyma,"Affymax Inc, issph",0.814814814814815
00826T10,AFFYMETRIX INC,AFFX,affymt,Affymetrix Inc,1
00835P10,AEVI GENOMIC MEDICINE INC,GNMX,,,
00844710,AGENCY.COM LTD,ACOM.2,agecom,AGENCY.COM Ltd.,1
00845V30,AGERE SYSTEMS INC,AGR.3,ageres,"Agere Systems Inc, bcomnj",0.842105263157895
00846L10,AGFEED INDUSTRIES INC,FEEDQ,walmtn,AgFeed Industries Inc.,1
00846U10,AGILENT TECHNOLOGIES INC,A,agltch,"Agilent Technologies Inc, hewlp",0.901960784313725
00846X10,AGILE SOFTWARE CORP,AGIL,agilsf,"Agile Software Corp, athme",0.871794871794872
00847G70,AGENUS INC,AGEN,antgen,Agenus Inc,1
00847J10,AGILYSYS INC,AGYS,pionst,Agilysys Inc,1
00847L10,AGILE THERAPEUTICS INC,AGRX,agilth,Agile Therapeutics Inc,1
00847X10,AGIOS PHARMACEUTICALS,AGIO,agsphi,Agios Pharmaceuticals Inc,0.909090909090909
00848810,AGOURON PHARMACEUTICALS INC,AGPH,agphar,"Agouron Pharmaceuticals Inc, agpharx",0.88135593220339
00849410,AGRIBIOTECH INC,ABTXQ,agbio,Agribiotech Inc,1
00849R10,AGRIBRANDS INTERNATIONAL INC,AGX.1,grbncl,AGRIBRANDS INTERNATIONAL INC,1
00853T10,AGRIDYNE TECHNOLOGIES INC,AGRI.,agridn,"Agridyne Technologies Inc, agridnx",0.872727272727273
00856G10,AGROFRESH SOLUTIONS INC,AGFS,,,
00867710,AHMANSON (H F) & CO,AHM.1,ahmnsn,HF AHMANSON AND COMPANY,0.740740740740741
00887810,AILEEN INC,AEENQ,aee,"Aileen Inc, aeex",0.833333333333333
00900T10,AIMMUNE THERAPEUTICS INC,AIMT,,,
00912830,AIR METHODS CORP,AIRM,celtch,"Air Methods Corp, celtchx",0.8
00912N20,AIR INDUSTRIES GROUP INC,AIRI,hthnut,Air Industries Group Inc.,1
00912X30,AIR LEASE CORP,AL,,,
00913510,AIR MIDWEST INC,AMWI.,amid,"Air Midwest Inc, amidx",0.848484848484848
00915810,AIR PRODUCTS & CHEMICALS INC,APD,airpro,Air Products and Chemicals Inc,0.941176470588235
00920710,AIR T INC,AIRT,airth,Air T Inc,1
00922R10,AIR TRANSPORT SERVICES GROUP,ATSG,abxair,Air Transport Services Group Inc.,0.925925925925926
00923610,AIR WISCONSIN SERVICES INC,ARWS,airwsn,"Air Wisconsin Airlines Corp, airwsnx",0.727272727272727
00926910,AIRBORNE INC,ABF,arbrn,"Airborne Health Inc, dhl",0.727272727272727
00936310,AIRGAS INC,ARG,airgs,"Airgas Inc, airgsx",0.769230769230769
00936730,AIRGATE PCS INC,PCSA.1,airgat,AirGate PCS Inc,1
00938A10,AIRGAIN INC,AIRG,airgai,Airgain Inc.,1
00941710,AIRNET SYSTEMS INC,ANS,ainsys,Airnet Systems Inc,1
00941P40,AIRNET COMMUNICATIONS CORP,ANCCQ,airnet,Airnet Communications Corp,1
00949P10,AIRTRAN HOLDINGS INC,AAI,,,
00950V10,AIRVANA INC,AIRV,airvna,"Airvana Inc, qcom",0.846153846153846
00952510,AIRWAYS CORP,AAIR.2,jetblu,Jetblue Airways Corp,0.758620689655172
00971T10,AKAMAI TECHNOLOGIES INC,AKAM,akmt,"Akamai Technologies Inc, applc",0.897959183673469
00972810,AKORN INC,AKRX,akorn,Akorn Inc,1
00972D10,AKEBIA THERAPEUTICS INC,AKBA,akebti,Akebia Therapeutics Inc.,1
00972L10,AKCEA THERAPEUTICS INC,AKCA,akzeat,"Akcea Therapeutics Inc., seexc",0.893617021276596
00973N10,AKOUSTIS TECHNOLOGIES INC,AKTS,,,
01019610,AKSYS LTD,AKSY,aksyl,"Aksys Ltd, urocor",0.727272727272727
01023E10,ALABAMA AIRCRAFT INDUSTRIES,AAIIQ,prstd,Alabama Aircraft Industries Inc.,0.925925925925926
