cusip,st_date,en_date,num_art
03783310,2012-04-09,2012-04-09,112
03783310,2012-04-10,2012-04-10,108
03783310,2012-04-11,2012-04-11,219
03783310,2012-04-12,2012-04-12,160
03783310,2012-04-13,2012-04-13,143
03783310,2012-04-16,2012-04-16,122
03783310,2012-04-17,2012-04-17,139
03783310,2012-04-19,2012-04-19,134
03783310,2012-04-20,2012-04-20,115
03783310,2012-04-24,2012-04-24,234
03783310,2012-04-25,2012-04-25,267
03783310,2012-04-26,2012-04-26,159
03783310,2012-04-30,2012-04-30,113
03783310,2012-05-01,2012-05-01,144
03783310,2012-05-02,2012-05-02,111
03783310,2012-05-15,2012-05-15,122
03783310,2012-05-16,2012-05-16,135
03783310,2012-05-21,2012-05-21,103
03783310,2012-05-30,2012-05-30,117
03783310,2012-05-31,2012-05-31,114
03783310,2012-06-07,2012-06-07,162
03783310,2012-06-11,2012-06-11,269
03783310,2012-06-12,2012-06-12,181
03783310,2012-06-14,2012-06-14,133
03783310,2012-06-18,2012-06-18,107
03783310,2012-06-19,2012-06-19,149
03783310,2012-06-20,2012-06-20,117
03783310,2012-06-27,2012-06-27,172
03783310,2012-06-28,2012-06-28,162
03783310,2012-07-02,2012-07-02,112
03783310,2012-07-10,2012-07-10,115
03783310,2012-07-11,2012-07-11,113
03783310,2012-07-23,2012-07-23,122
03783310,2012-07-24,2012-07-24,205
03783310,2012-07-25,2012-07-25,203
03783310,2012-07-26,2012-07-26,135
03783310,2012-07-27,2012-07-27,132
03783310,2012-07-30,2012-07-30,173
03783310,2012-07-31,2012-07-31,170
03783310,2012-08-01,2012-08-01,106
03783310,2012-08-06,2012-08-06,172
03783310,2012-08-07,2012-08-07,121
03783310,2012-08-14,2012-08-14,115
03783310,2012-08-15,2012-08-15,141
03783310,2012-08-16,2012-08-16,157
03783310,2012-08-17,2012-08-17,150
03783310,2012-08-20,2012-08-20,151
03783310,2012-08-21,2012-08-21,176
03783310,2012-08-22,2012-08-22,152
03783310,2012-08-24,2012-08-24,167
03783310,2012-08-25,2012-08-25,173
03783310,2012-08-27,2012-08-27,311
03783310,2012-08-28,2012-08-28,232
03783310,2012-08-29,2012-08-29,159
03783310,2012-08-30,2012-08-30,150
03783310,2012-08-31,2012-08-31,149
03783310,2012-09-04,2012-09-04,176
03783310,2012-09-05,2012-09-05,229
03783310,2012-09-06,2012-09-06,236
03783310,2012-09-07,2012-09-07,173
03783310,2012-09-10,2012-09-10,152
03783310,2012-09-11,2012-09-11,197
03783310,2012-09-12,2012-09-12,530
03783310,2012-09-13,2012-09-13,357
03783310,2012-09-14,2012-09-14,211
03783310,2012-09-17,2012-09-17,168
03783310,2012-09-18,2012-09-18,147
03783310,2012-09-19,2012-09-19,166
03783310,2012-09-20,2012-09-20,186
03783310,2012-09-21,2012-09-21,289
03783310,2012-09-24,2012-09-24,214
03783310,2012-09-25,2012-09-25,130
03783310,2012-09-26,2012-09-26,146
03783310,2012-09-27,2012-09-27,132
03783310,2012-09-28,2012-09-28,140
03783310,2012-10-01,2012-10-01,140
03783310,2012-10-02,2012-10-02,180
03783310,2012-10-03,2012-10-03,179
03783310,2012-10-04,2012-10-04,126
03783310,2012-10-08,2012-10-08,102
03783310,2012-10-10,2012-10-10,103
03783310,2012-10-11,2012-10-11,113
03783310,2012-10-12,2012-10-12,142
03783310,2012-10-15,2012-10-15,116
03783310,2012-10-16,2012-10-16,150
03783310,2012-10-17,2012-10-17,110
03783310,2012-10-18,2012-10-18,116
03783310,2012-10-22,2012-10-22,123
03783310,2012-10-23,2012-10-23,381
03783310,2012-10-24,2012-10-24,225
03783310,2012-10-25,2012-10-25,332
03783310,2012-10-26,2012-10-26,213
03783310,2012-10-29,2012-10-29,145
03783310,2012-10-30,2012-10-30,142
03783310,2012-10-31,2012-10-31,136
03783310,2012-11-01,2012-11-01,117
03783310,2012-11-02,2012-11-02,125
03783310,2012-11-05,2012-11-05,179
03783310,2012-11-06,2012-11-06,131
03783310,2012-11-07,2012-11-07,133
03783310,2012-11-08,2012-11-08,137
03783310,2012-11-12,2012-11-12,116
03783310,2012-11-14,2012-11-14,120
03783310,2012-11-15,2012-11-15,110
03783310,2012-11-16,2012-11-16,116
03783310,2012-11-19,2012-11-19,126
03783310,2012-11-26,2012-11-26,109
03783310,2012-11-27,2012-11-27,108
03783310,2012-11-28,2012-11-28,139
03783310,2012-11-29,2012-11-29,129
03783310,2012-12-04,2012-12-04,133
03783310,2012-12-05,2012-12-05,144
03783310,2012-12-06,2012-12-06,254
03783310,2012-12-07,2012-12-07,217
03783310,2012-12-10,2012-12-10,101
03783310,2012-12-11,2012-12-11,108
03783310,2012-12-12,2012-12-12,107
03783310,2012-12-13,2012-12-13,198
03783310,2012-12-14,2012-12-14,154
03783310,2012-12-17,2012-12-17,139
03783310,2012-12-18,2012-12-18,197
03783310,2012-12-19,2012-12-19,174
03783310,2012-12-20,2012-12-20,186
03783310,2012-12-21,2012-12-21,123
03783310,2012-12-27,2012-12-27,133
03783310,2013-01-02,2013-01-02,112
03783310,2013-01-03,2013-01-03,133
03783310,2013-01-07,2013-01-07,107
03783310,2013-01-08,2013-01-08,123
03783310,2013-01-09,2013-01-09,156
03783310,2013-01-10,2013-01-10,111
03783310,2013-01-14,2013-01-14,191
03783310,2013-01-15,2013-01-15,154
03783310,2013-01-16,2013-01-16,123
03783310,2013-01-17,2013-01-17,117
03783310,2013-01-22,2013-01-22,111
03783310,2013-01-23,2013-01-23,274
03783310,2013-01-24,2013-01-24,292
03783310,2013-01-25,2013-01-25,150
03783310,2013-01-28,2013-01-28,139
03783310,2013-01-29,2013-01-29,158
03783310,2013-01-30,2013-01-30,189
03783310,2013-01-31,2013-01-31,149
03783310,2013-02-04,2013-02-04,102
03783310,2013-02-06,2013-02-06,108
03783310,2013-02-07,2013-02-07,180
03783310,2013-02-08,2013-02-08,137
03783310,2013-02-11,2013-02-11,119
03783310,2013-02-12,2013-02-12,199
03783310,2013-02-13,2013-02-13,180
03783310,2013-02-14,2013-02-14,123
03783310,2013-02-19,2013-02-19,115
03783310,2013-02-20,2013-02-20,143
03783310,2013-02-21,2013-02-21,152
03783310,2013-02-22,2013-02-22,105
03783310,2013-02-27,2013-02-27,174
03783310,2013-02-28,2013-02-28,125
03783310,2013-03-01,2013-03-01,121
03783310,2013-03-06,2013-03-06,126
03783310,2013-03-13,2013-03-13,107
03783310,2013-03-14,2013-03-14,145
03783310,2013-03-15,2013-03-15,130
03783310,2013-03-20,2013-03-20,106
03783310,2013-03-22,2013-03-22,101
03783310,2013-04-02,2013-04-02,161
03783310,2013-04-03,2013-04-03,142
03783310,2013-04-04,2013-04-04,116
03783310,2013-04-17,2013-04-17,166
03783310,2013-04-18,2013-04-18,152
03783310,2013-04-19,2013-04-19,108
03783310,2013-04-22,2013-04-22,129
03783310,2013-04-23,2013-04-23,376
03783310,2013-04-24,2013-04-24,282
03783310,2013-04-25,2013-04-25,144
03783310,2013-04-26,2013-04-26,136
03783310,2013-04-29,2013-04-29,113
03783310,2013-04-30,2013-04-30,189
03783310,2013-05-01,2013-05-01,143
03783310,2013-05-03,2013-05-03,109
03783310,2013-05-14,2013-05-14,124
03783310,2013-05-15,2013-05-15,176
03783310,2013-05-16,2013-05-16,128
03783310,2013-05-20,2013-05-20,147
03783310,2013-05-21,2013-05-21,413
03783310,2013-05-22,2013-05-22,234
03783310,2013-05-23,2013-05-23,152
03783310,2013-05-28,2013-05-28,102
03783310,2013-05-29,2013-05-29,203
03783310,2013-06-03,2013-06-03,153
03783310,2013-06-04,2013-06-04,197
03783310,2013-06-05,2013-06-05,197
03783310,2013-06-06,2013-06-06,142
03783310,2013-06-10,2013-06-10,627
03783310,2013-06-11,2013-06-11,184
03783310,2013-06-12,2013-06-12,103
03783310,2013-06-13,2013-06-13,129
03783310,2013-06-19,2013-06-19,114
03783310,2013-07-01,2013-07-01,116
03783310,2013-07-10,2013-07-10,204
03783310,2013-07-11,2013-07-11,146
03783310,2013-07-22,2013-07-22,114
03783310,2013-07-23,2013-07-23,320
03783310,2013-07-24,2013-07-24,231
03783310,2013-07-29,2013-07-29,111
03783310,2013-07-31,2013-07-31,105
03783310,2013-08-01,2013-08-01,109
03783310,2013-08-02,2013-08-02,144
03783310,2013-08-05,2013-08-05,186
03783310,2013-08-07,2013-08-07,134
03783310,2013-08-08,2013-08-08,125
03783310,2013-08-09,2013-08-09,133
03783310,2013-08-12,2013-08-12,130
03783310,2013-08-13,2013-08-13,196
03783310,2013-08-14,2013-08-14,143
03783310,2013-08-15,2013-08-15,137
03783310,2013-08-22,2013-08-22,135
03783310,2013-09-03,2013-09-03,111
03783310,2013-09-04,2013-09-04,224
03783310,2013-09-05,2013-09-05,120
03783310,2013-09-06,2013-09-06,152
03783310,2013-09-09,2013-09-09,109
03783310,2013-09-10,2013-09-10,640
03783310,2013-09-11,2013-09-11,398
03783310,2013-09-12,2013-09-12,197
03783310,2013-09-13,2013-09-13,102
03783310,2013-09-17,2013-09-17,108
03783310,2013-09-18,2013-09-18,209
03783310,2013-09-19,2013-09-19,159
03783310,2013-09-20,2013-09-20,249
03783310,2013-09-23,2013-09-23,218
03783310,2013-09-24,2013-09-24,195
03783310,2013-09-25,2013-09-25,109
03783310,2013-10-01,2013-10-01,103
03783310,2013-10-03,2013-10-03,108
03783310,2013-10-04,2013-10-04,107
03783310,2013-10-08,2013-10-08,162
03783310,2013-10-09,2013-10-09,123
03783310,2013-10-15,2013-10-15,201
03783310,2013-10-16,2013-10-16,152
03783310,2013-10-22,2013-10-22,387
03783310,2013-10-23,2013-10-23,162
03783310,2013-10-24,2013-10-24,147
03783310,2013-10-28,2013-10-28,252
03783310,2013-10-29,2013-10-29,137
03783310,2013-10-30,2013-10-30,111
03783310,2013-11-14,2013-11-14,103
03783310,2013-12-05,2013-12-05,106
03783310,2014-01-02,2014-01-02,144
03783310,2014-01-15,2014-01-15,111
03783310,2014-01-23,2014-01-23,134
03783310,2014-01-27,2014-01-27,208
03783310,2014-01-28,2014-01-28,174
03783310,2014-04-02,2014-04-02,128
03783310,2014-04-03,2014-04-03,137
03783310,2014-04-23,2014-04-23,163
03783310,2014-04-24,2014-04-24,211
03783310,2014-04-29,2014-04-29,130
03783310,2014-05-09,2014-05-09,124
03783310,2014-05-15,2014-05-15,109
03783310,2014-05-28,2014-05-28,138
03783310,2014-05-29,2014-05-29,145
03783310,2014-06-02,2014-06-02,159
03783310,2014-06-03,2014-06-03,122
03783310,2014-06-11,2014-06-11,121
03783310,2014-07-10,2014-07-10,122
03783310,2014-07-16,2014-07-16,150
03783310,2014-07-17,2014-07-17,105
03783310,2014-07-22,2014-07-22,161
03783310,2014-07-23,2014-07-23,141
03783310,2014-07-31,2014-07-31,125
03783310,2014-08-06,2014-08-06,140
03783310,2014-08-27,2014-08-27,125
03783310,2014-08-28,2014-08-28,129
03783310,2014-09-02,2014-09-02,111
03783310,2014-09-03,2014-09-03,117
03783310,2014-09-04,2014-09-04,115
03783310,2014-09-08,2014-09-08,125
03783310,2014-09-09,2014-09-09,444
03783310,2014-09-10,2014-09-10,434
03783310,2014-09-11,2014-09-11,250
03783310,2014-09-12,2014-09-12,136
03783310,2014-09-15,2014-09-15,133
03783310,2014-09-16,2014-09-16,150
03783310,2014-09-17,2014-09-17,157
03783310,2014-09-18,2014-09-18,159
03783310,2014-09-19,2014-09-19,153
03783310,2014-09-22,2014-09-22,139
03783310,2014-09-23,2014-09-23,107
03783310,2014-09-24,2014-09-24,156
03783310,2014-09-25,2014-09-25,187
03783310,2014-09-26,2014-09-26,123
03783310,2014-09-30,2014-09-30,119
03783310,2014-10-09,2014-10-09,169
03783310,2014-10-16,2014-10-16,238
03783310,2014-10-17,2014-10-17,132
03783310,2014-10-20,2014-10-20,178
03783310,2014-10-21,2014-10-21,181
03783310,2014-10-23,2014-10-23,124
03783310,2014-10-28,2014-10-28,153
03783310,2014-10-30,2014-10-30,145
03783310,2014-10-31,2014-10-31,116
03783310,2014-12-16,2014-12-16,107
03783310,2015-01-27,2015-01-27,110
03783310,2015-01-28,2015-01-28,179
03783310,2015-01-29,2015-01-29,107
03783310,2015-02-11,2015-02-11,107
03783310,2015-03-06,2015-03-06,116
03783310,2015-03-09,2015-03-09,250
03783310,2015-03-10,2015-03-10,238
03783310,2015-03-11,2015-03-11,132
03783310,2015-04-09,2015-04-09,133
03783310,2015-04-27,2015-04-27,125
03783310,2015-04-28,2015-04-28,159
03783310,2015-04-29,2015-04-29,115
03783310,2015-05-19,2015-05-19,120
03783310,2015-05-28,2015-05-28,103
03783310,2015-06-08,2015-06-08,205
03783310,2015-06-09,2015-06-09,147
03783310,2015-07-21,2015-07-21,122
03783310,2015-07-22,2015-07-22,134
03783310,2015-09-09,2015-09-09,271
03783310,2015-09-10,2015-09-10,251
03783310,2015-09-11,2015-09-11,123
03783310,2015-09-16,2015-09-16,106
03783310,2015-09-21,2015-09-21,131
03783310,2015-10-27,2015-10-27,108
03783310,2015-10-28,2015-10-28,110
03783310,2016-01-27,2016-01-27,116
03783310,2016-02-17,2016-02-17,267
03783310,2016-02-18,2016-02-18,264
03783310,2016-02-19,2016-02-19,303
03783310,2016-02-22,2016-02-22,191
03783310,2016-02-23,2016-02-23,189
03783310,2016-02-24,2016-02-24,152
03783310,2016-02-25,2016-02-25,221
03783310,2016-02-26,2016-02-26,169
03783310,2016-03-01,2016-03-01,189
03783310,2016-03-02,2016-03-02,146
03783310,2016-03-03,2016-03-03,115
03783310,2016-03-04,2016-03-04,120
03783310,2016-03-21,2016-03-21,267
03783310,2016-03-22,2016-03-22,252
03783310,2016-03-23,2016-03-23,125
03783310,2016-03-29,2016-03-29,208
03783310,2016-03-30,2016-03-30,116
03783310,2016-04-26,2016-04-26,109
03783310,2016-04-27,2016-04-27,149
03783310,2016-06-13,2016-06-13,131
03783310,2016-08-30,2016-08-30,209
03783310,2016-08-31,2016-08-31,176
03783310,2016-09-01,2016-09-01,149
03783310,2016-09-07,2016-09-07,298
03783310,2016-09-08,2016-09-08,224
03783310,2016-09-15,2016-09-15,116
03783310,2016-09-16,2016-09-16,149
03783310,2016-10-26,2016-10-26,106
03783310,2016-10-27,2016-10-27,109
03783310,2016-12-06,2016-12-06,121
03783310,2016-12-07,2016-12-07,108
03783310,2017-02-01,2017-02-01,139
03783310,2017-05-02,2017-05-02,114
03783310,2017-05-03,2017-05-03,115
03783310,2017-05-04,2017-05-04,108
03783310,2017-06-05,2017-06-05,199
03783310,2017-06-06,2017-06-06,160
03783310,2017-08-01,2017-08-01,115
03783310,2017-08-02,2017-08-02,121
03783310,2017-08-03,2017-08-03,129
03783310,2017-09-11,2017-09-11,107
03783310,2017-09-12,2017-09-12,370
03783310,2017-09-13,2017-09-13,254
03783310,2017-09-14,2017-09-14,129
03783310,2017-11-03,2017-11-03,140
03783310,2017-12-29,2017-12-29,128
03783310,2018-01-08,2018-01-08,109
03783310,2018-01-17,2018-01-17,147
03783310,2018-01-18,2018-01-18,159
03783310,2018-01-24,2018-01-24,128
03783310,2018-02-02,2018-02-02,127
03783310,2018-03-27,2018-03-27,116
03783310,2018-05-01,2018-05-01,113
03783310,2018-05-04,2018-05-04,102
03783310,2018-05-25,2018-05-25,109
03783310,2018-06-04,2018-06-04,171
03783310,2018-06-05,2018-06-05,105
03783310,2018-08-01,2018-08-01,146
03783310,2018-08-02,2018-08-02,144
03783310,2018-08-03,2018-08-03,152
03783310,2018-09-07,2018-09-07,124
03783310,2018-09-10,2018-09-10,112
03783310,2018-09-11,2018-09-11,104
03783310,2018-09-12,2018-09-12,315
03783310,2018-09-13,2018-09-13,260
03783310,2018-09-14,2018-09-14,158
03783310,2018-10-12,2018-10-12,111
03783310,2018-10-24,2018-10-24,107
03783310,2018-10-30,2018-10-30,195
03783310,2018-11-01,2018-11-01,130
03783310,2018-11-02,2018-11-02,158
03783310,2018-11-27,2018-11-27,113
03783310,2018-11-28,2018-11-28,120
03783310,2018-12-13,2018-12-13,157
03783310,2018-12-14,2018-12-14,150
03783310,2018-12-21,2018-12-21,128
03783310,2019-01-03,2019-01-03,260
03783310,2019-01-04,2019-01-04,162
03783310,2019-01-07,2019-01-07,109
03783310,2019-01-29,2019-01-29,216
03783310,2019-01-30,2019-01-30,212
03783310,2019-01-31,2019-01-31,139
03783310,2019-02-01,2019-02-01,119
03783310,2019-02-12,2019-02-12,130
03783310,2019-03-18,2019-03-18,103
03783310,2019-03-19,2019-03-19,129
03783310,2019-03-25,2019-03-25,364
03783310,2019-03-26,2019-03-26,308
03783310,2019-03-27,2019-03-27,132
03783310,2019-04-16,2019-04-16,113
03783310,2019-04-17,2019-04-17,130
03783310,2019-04-30,2019-04-30,103
03783310,2019-05-01,2019-05-01,105
03783310,2019-05-13,2019-05-13,108
03783310,2019-06-03,2019-06-03,258
03783310,2019-06-04,2019-06-04,224
03783310,2019-06-05,2019-06-05,115
03783310,2019-06-28,2019-06-28,130
03783310,2019-07-30,2019-07-30,122
03783310,2019-07-31,2019-07-31,107
03783310,2019-09-10,2019-09-10,338
03783310,2019-09-11,2019-09-11,234
03783310,2019-09-12,2019-09-12,111
03783310,2019-09-13,2019-09-13,121
03783310,2019-09-19,2019-09-19,122
03783310,2019-09-20,2019-09-20,111
03783310,2019-09-23,2019-09-23,118
03783310,2019-10-04,2019-10-04,104
03783310,2019-10-10,2019-10-10,104
03783310,2019-10-30,2019-10-30,144
03783310,2019-10-31,2019-10-31,134
03783310,2019-11-01,2019-11-01,148
03783310,2019-11-14,2019-11-14,118
03783310,2019-11-20,2019-11-20,119
03783310,2019-11-21,2019-11-21,149
03783310,2019-11-29,2019-11-29,128
03783310,2019-12-02,2019-12-02,143
03783310,2019-12-20,2019-12-20,103
03783310,2020-01-30,2020-01-30,120
03783310,2020-02-18,2020-02-18,102
03783310,2020-03-27,2020-03-27,118
03783310,2020-04-10,2020-04-10,103
03783310,2020-04-17,2020-04-17,117
03783310,2020-04-30,2020-04-30,137
03783310,2020-05-18,2020-05-18,105
03783310,2020-06-16,2020-06-16,110
03783310,2020-06-19,2020-06-19,130
03783310,2020-06-22,2020-06-22,256
03783310,2020-06-23,2020-06-23,266
03783310,2020-06-24,2020-06-24,115
03783310,2020-07-29,2020-07-29,166
03783310,2020-07-30,2020-07-30,238
03783310,2020-07-31,2020-07-31,165
03783310,2020-08-13,2020-08-13,112
03783310,2020-08-14,2020-08-14,133
03783310,2020-08-19,2020-08-19,138
03783310,2020-08-20,2020-08-20,105
03783310,2020-08-21,2020-08-21,101
03783310,2020-09-08,2020-09-08,102
03783310,2020-09-15,2020-09-15,237
03783310,2020-09-16,2020-09-16,167
03783310,2020-09-17,2020-09-17,120
03783310,2020-09-25,2020-09-25,107
03783310,2020-10-09,2020-10-09,119
03783310,2020-10-12,2020-10-12,124
03783310,2020-10-13,2020-10-13,279
03783310,2020-10-14,2020-10-14,175
03783310,2020-10-16,2020-10-16,104
03783310,2020-10-29,2020-10-29,126
03783310,2020-10-30,2020-10-30,132
03783310,2020-11-10,2020-11-10,125
03783310,2020-11-18,2020-11-18,157
03783310,2020-11-19,2020-11-19,139
03783310,2020-11-27,2020-11-27,134
03783310,2020-12-22,2020-12-22,106
04418610,2014-09-19,2014-09-19,110
00206R10,1998-06-24,1998-06-24,187
00206R10,1998-07-27,1998-07-27,149
00206R10,1999-05-06,1999-05-06,110
00206R10,2000-10-25,2000-10-25,106
00206R10,2001-07-09,2001-07-09,112
00206R10,2001-12-20,2001-12-20,104
00206R10,2005-01-31,2005-01-31,113
06405810,2010-05-25,2010-05-25,105
06405810,2010-06-09,2010-06-09,208
06405810,2010-08-03,2010-08-03,123
06405810,2010-08-17,2010-08-17,110
06405810,2010-09-01,2010-09-01,103
06405810,2010-10-12,2010-10-12,105
06423A10,1998-04-13,1998-04-13,143
06423A10,2004-01-15,2004-01-15,153
07986010,2006-03-06,2006-03-06,201
07986010,2006-03-07,2006-03-07,141
08651610,2011-12-13,2011-12-13,119
08651610,2012-03-29,2012-03-29,134
08651610,2012-08-06,2012-08-06,101
09247X10,2010-05-25,2010-05-25,103
09247X10,2010-06-09,2010-06-09,218
09247X10,2013-10-10,2013-10-10,390
09247X10,2013-10-24,2013-10-24,338
09247X10,2013-11-06,2013-11-06,340
09247X10,2013-11-20,2013-11-20,365
09247X10,2013-12-05,2013-12-05,362
09247X10,2013-12-18,2013-12-18,366
09247X10,2014-01-02,2014-01-02,366
09247X10,2014-01-15,2014-01-15,376
09247X10,2014-01-29,2014-01-29,371
09247X10,2014-02-12,2014-02-12,350
09247X10,2014-02-26,2014-02-26,352
09247X10,2014-03-12,2014-03-12,401
09247X10,2014-03-26,2014-03-26,345
09247X10,2014-04-09,2014-04-09,309
09247X10,2014-04-24,2014-04-24,316
09247X10,2014-05-07,2014-05-07,318
09247X10,2014-05-21,2014-05-21,326
09247X10,2014-06-04,2014-06-04,307
09247X10,2015-01-14,2015-01-14,130
09247X10,2015-01-28,2015-01-28,129
09247X10,2015-02-11,2015-02-11,136
09247X10,2015-02-25,2015-02-25,136
09247X10,2015-03-11,2015-03-11,138
09247X10,2015-03-25,2015-03-25,137
09247X10,2015-04-09,2015-04-09,135
09247X10,2015-04-22,2015-04-22,142
09247X10,2015-05-06,2015-05-06,142
09247X10,2015-06-03,2015-06-03,163
09247X10,2015-06-17,2015-06-17,150
09247X10,2015-07-01,2015-07-01,135
09247X10,2015-07-15,2015-07-15,153
09247X10,2015-08-14,2015-08-14,130
09247X10,2015-09-09,2015-09-09,139
09247X10,2015-09-23,2015-09-23,138
09247X10,2015-10-07,2015-10-07,153
09247X10,2015-10-21,2015-10-21,136
09247X10,2017-09-08,2017-09-08,115
09247X10,2018-09-14,2018-09-14,109
10113710,2005-12-05,2005-12-05,122
10113710,2006-01-17,2006-01-17,101
10113710,2015-02-16,2015-02-16,367
11012210,2014-08-25,2014-08-25,110
11012210,2019-01-03,2019-01-03,167
11132010,2015-05-28,2015-05-28,148
11135F10,2015-05-28,2015-05-28,122
11135F10,2017-11-06,2017-11-06,112
11135F10,2018-03-12,2018-03-12,126
11135F10,2018-03-13,2018-03-13,203
11135F10,2018-03-14,2018-03-14,137
14040H10,2019-07-30,2019-07-30,236
14040H10,2019-07-31,2019-07-31,102
14912310,2013-04-22,2013-04-22,116
15102010,2019-01-03,2019-01-03,135
16119P10,2014-02-13,2014-02-13,136
16119P10,2015-05-26,2015-05-26,282
16119P10,2015-05-27,2015-05-27,118
16676410,2000-10-16,2000-10-16,138
16676410,2005-04-04,2005-04-04,149
16676410,2010-11-09,2010-11-09,156
16676410,2012-08-07,2012-08-07,101
16676410,2013-04-26,2013-04-26,105
16676410,2019-04-12,2019-04-12,149
12552310,2015-06-22,2015-06-22,115
12552310,2015-07-24,2015-07-24,167
12552310,2017-02-09,2017-02-09,115
12552310,2018-03-08,2018-03-08,122
17275R10,2002-05-08,2002-05-08,121
17275R10,2004-08-11,2004-08-11,110
17275R10,2004-11-10,2004-11-10,113
17275R10,2005-02-09,2005-02-09,107
17275R10,2005-11-18,2005-11-18,109
17275R10,2009-10-01,2009-10-01,102
17275R10,2009-11-04,2009-11-04,104
17275R10,2010-08-12,2010-08-12,108
17275R10,2010-11-11,2010-11-11,143
17275R10,2011-02-10,2011-02-10,108
17275R10,2011-05-11,2011-05-11,112
17275R10,2011-05-12,2011-05-12,103
17275R10,2011-08-11,2011-08-11,111
17275R10,2011-11-10,2011-11-10,106
17275R10,2013-05-15,2013-05-15,126
17275R10,2013-05-16,2013-05-16,133
17275R10,2013-07-23,2013-07-23,107
17275R10,2013-08-14,2013-08-14,120
17275R10,2013-08-15,2013-08-15,103
17275R10,2013-11-14,2013-11-14,106
12558180,2009-07-16,2009-07-16,186
12558180,2009-07-17,2009-07-17,154
12558180,2009-07-20,2009-07-20,185
12558180,2009-07-21,2009-07-21,147
12558180,2009-11-02,2009-11-02,162
12572Q10,2006-10-17,2006-10-17,112
12572Q10,2011-11-01,2011-11-01,120
19121610,2013-04-16,2013-04-16,117
19121610,2013-07-16,2013-07-16,102
20449310,1999-04-12,1999-04-12,136
20449310,2001-09-04,2001-09-04,167
20449310,2001-09-05,2001-09-05,163
20449310,2002-03-19,2002-03-19,139
20449310,2002-03-20,2002-03-20,125
20588710,2012-11-27,2012-11-27,103
20825C10,2011-07-14,2011-07-14,107
20825C10,2011-11-16,2011-11-16,122
20825C10,2012-05-01,2012-05-01,119
20911510,2019-07-14,2019-07-14,104
22160K10,2015-02-13,2015-02-13,103
22237210,2007-08-16,2007-08-16,137
22237210,2008-01-11,2008-01-11,193
22822V10,1998-04-06,1998-04-06,129
12640810,2002-12-09,2002-12-09,104
12665010,2014-02-05,2014-02-05,128
12665010,2017-12-04,2017-12-04,181
12665010,2020-05-28,2020-05-28,107
23585110,2011-02-07,2011-02-07,101
23585110,2015-06-24,2015-06-24,125
24237020,2015-04-23,2015-04-23,117
25179M10,2010-03-11,2010-03-11,101
25470M10,2013-04-15,2013-04-15,165
25470M10,2013-04-16,2013-04-16,103
25667710,2014-08-18,2014-08-18,128
25674610,2014-07-28,2014-07-28,121
25674610,2014-08-18,2014-08-18,153
25674610,2014-08-21,2014-08-21,117
26441C20,2004-01-12,2004-01-12,102
26441C20,2011-01-10,2011-01-10,121
26441C20,2012-07-03,2012-07-03,102
26614N10,2011-01-10,2011-01-10,101
26614N10,2015-05-13,2015-05-13,124
26614N10,2015-12-11,2015-12-11,170
26817R10,2001-11-09,2001-11-09,112
26817R10,2001-11-12,2001-11-12,111
26817R10,2001-11-28,2001-11-28,160
26817R10,2001-11-29,2001-11-29,178
26817R10,2001-11-30,2001-11-30,106
26817R10,2001-12-03,2001-12-03,149
26817R10,2010-08-13,2010-08-13,105
27746140,2012-01-19,2012-01-19,152
27746140,2012-01-20,2012-01-20,123
27746140,2020-07-29,2020-07-29,140
28336L10,2011-10-17,2011-10-17,135
29442910,2017-09-08,2017-09-08,319
29442910,2017-09-11,2017-09-11,138
29442910,2017-09-12,2017-09-12,178
29442910,2017-09-13,2017-09-13,158
29442910,2017-09-14,2017-09-14,188
29442910,2017-09-15,2017-09-15,183
29442910,2017-09-18,2017-09-18,108
29442910,2017-09-19,2017-09-19,153
29442910,2017-09-26,2017-09-26,166
29442910,2017-10-03,2017-10-03,120
29442910,2017-10-04,2017-10-04,135
29442910,2019-07-22,2019-07-22,160
30161N10,2011-04-28,2011-04-28,114
30219G10,2011-07-21,2011-07-21,138
30219G10,2018-03-08,2018-03-08,120
30303M10,2011-01-05,2011-01-05,103
30303M10,2011-06-29,2011-06-29,109
30303M10,2011-07-01,2011-07-01,109
30303M10,2011-07-06,2011-07-06,103
30303M10,2012-02-01,2012-02-01,239
30303M10,2012-02-02,2012-02-02,215
30303M10,2012-02-03,2012-02-03,119
30303M10,2012-04-09,2012-04-09,102
30303M10,2012-04-23,2012-04-23,110
30303M10,2012-05-03,2012-05-03,102
30303M10,2012-05-04,2012-05-04,107
30303M10,2012-05-11,2012-05-11,101
30303M10,2012-05-15,2012-05-15,139
30303M10,2012-05-16,2012-05-16,156
30303M10,2012-05-17,2012-05-17,250
30303M10,2012-05-18,2012-05-18,454
30303M10,2012-05-21,2012-05-21,251
30303M10,2012-05-22,2012-05-22,194
30303M10,2012-05-23,2012-05-23,216
30303M10,2012-05-24,2012-05-24,182
30303M10,2012-05-25,2012-05-25,131
30303M10,2012-05-29,2012-05-29,118
30303M10,2012-05-30,2012-05-30,133
30303M10,2012-05-31,2012-05-31,105
30303M10,2012-06-04,2012-06-04,110
30303M10,2012-06-05,2012-06-05,111
30303M10,2012-06-06,2012-06-06,109
30303M10,2012-06-08,2012-06-08,101
30303M10,2012-06-11,2012-06-11,120
30303M10,2012-06-20,2012-06-20,102
30303M10,2012-06-26,2012-06-26,102
