cusip,st_date,en_date,num_art
29356110,2002-02-15,2002-02-15,229
29356110,2002-02-18,2002-02-18,166
29356110,2002-02-19,2002-02-19,123
29356110,2002-02-20,2002-02-20,207
29356110,2002-02-21,2002-02-21,213
29356110,2002-02-22,2002-02-22,206
29356110,2002-02-25,2002-02-25,237
29356110,2002-02-26,2002-02-26,212
29356110,2002-02-27,2002-02-27,238
29356110,2002-02-28,2002-02-28,217
29356110,2002-03-01,2002-03-01,317
29356110,2002-03-04,2002-03-04,189
29356110,2002-03-05,2002-03-05,104
29356110,2002-03-06,2002-03-06,136
29356110,2002-03-07,2002-03-07,151
29356110,2002-03-08,2002-03-08,152
29356110,2002-03-11,2002-03-11,163
29356110,2002-03-12,2002-03-12,150
29356110,2002-03-13,2002-03-13,123
29356110,2002-03-14,2002-03-14,186
29356110,2002-03-15,2002-03-15,232
29356110,2002-03-18,2002-03-18,205
29356110,2002-03-19,2002-03-19,138
29356110,2002-03-20,2002-03-20,187
29356110,2002-03-21,2002-03-21,234
29356110,2002-03-22,2002-03-22,166
29356110,2002-03-25,2002-03-25,175
29356110,2002-03-26,2002-03-26,157
29356110,2002-03-27,2002-03-27,190
29356110,2002-03-28,2002-03-28,182
29356110,2002-03-29,2002-03-29,142
29356110,2002-04-01,2002-04-01,316
29356110,2002-04-02,2002-04-02,120
29356110,2002-04-03,2002-04-03,137
29356110,2002-04-04,2002-04-04,180
29356110,2002-04-05,2002-04-05,188
29356110,2002-04-08,2002-04-08,229
29356110,2002-04-09,2002-04-09,225
29356110,2002-04-10,2002-04-10,142
29356110,2002-04-11,2002-04-11,193
29356110,2002-04-12,2002-04-12,201
29356110,2002-04-15,2002-04-15,178
29356110,2002-04-17,2002-04-17,119
29356110,2002-04-19,2002-04-19,114
29356110,2002-04-22,2002-04-22,131
29356110,2002-04-23,2002-04-23,122
29356110,2002-04-24,2002-04-24,129
29356110,2002-04-25,2002-04-25,120
29356110,2002-04-26,2002-04-26,104
29356110,2002-04-29,2002-04-29,135
29356110,2002-04-30,2002-04-30,112
29356110,2002-05-01,2002-05-01,190
29356110,2002-05-03,2002-05-03,124
29356110,2002-05-06,2002-05-06,183
29356110,2002-05-07,2002-05-07,189
29356110,2002-05-08,2002-05-08,222
29356110,2002-05-09,2002-05-09,168
29356110,2002-05-10,2002-05-10,134
29356110,2002-05-13,2002-05-13,132
29356110,2002-05-14,2002-05-14,110
29356110,2002-05-15,2002-05-15,182
29356110,2002-05-16,2002-05-16,174
29356110,2002-05-17,2002-05-17,138
29356110,2002-05-20,2002-05-20,167
29356110,2002-05-21,2002-05-21,110
29356110,2002-05-22,2002-05-22,170
29356110,2002-05-23,2002-05-23,165
29356110,2002-05-24,2002-05-24,120
29356110,2002-05-29,2002-05-29,110
29356110,2002-06-01,2002-06-01,124
29356110,2002-06-03,2002-06-03,141
29356110,2002-06-04,2002-06-04,125
29356110,2002-06-05,2002-06-05,167
29356110,2002-06-06,2002-06-06,142
29356110,2002-06-10,2002-06-10,139
29356110,2002-06-11,2002-06-11,103
29356110,2002-06-12,2002-06-12,129
29356110,2002-06-13,2002-06-13,118
29356110,2002-06-17,2002-06-17,180
29356110,2002-06-18,2002-06-18,116
29356110,2002-06-19,2002-06-19,102
29356110,2002-06-24,2002-06-24,114
29356110,2002-06-26,2002-06-26,155
29356110,2002-06-27,2002-06-27,174
29356110,2002-06-28,2002-06-28,175
29356110,2002-07-01,2002-07-01,254
29356110,2002-07-08,2002-07-08,182
29356110,2002-07-09,2002-07-09,155
29356110,2002-07-10,2002-07-10,130
29356110,2002-07-11,2002-07-11,111
29356110,2002-07-15,2002-07-15,131
29356110,2002-07-18,2002-07-18,104
29356110,2002-07-19,2002-07-19,104
29356110,2002-07-22,2002-07-22,134
29356110,2002-07-23,2002-07-23,151
29356110,2002-07-24,2002-07-24,162
29356110,2002-07-25,2002-07-25,170
29356110,2002-07-29,2002-07-29,150
29356110,2002-07-30,2002-07-30,125
29356110,2002-07-31,2002-07-31,119
29356110,2002-08-01,2002-08-01,150
29356110,2002-08-12,2002-08-12,112
29356110,2002-08-14,2002-08-14,110
29356110,2002-08-21,2002-08-21,172
29356110,2002-08-22,2002-08-22,154
29356110,2002-08-23,2002-08-23,106
29356110,2002-08-28,2002-08-28,145
29356110,2002-10-02,2002-10-02,109
29356110,2004-07-08,2004-07-08,132
29356110,2006-01-30,2006-01-30,119
29356110,2006-05-25,2006-05-25,178
29356110,2006-05-26,2006-05-26,183
26864810,2015-10-12,2015-10-12,170
35671440,2006-11-20,2006-11-20,136
45866F10,2012-12-20,2012-12-20,220
45866F10,2012-12-21,2012-12-21,147
45866F10,2015-07-08,2015-07-08,132
45866F10,2016-03-01,2016-03-01,125
45866F10,2016-03-02,2016-03-02,117
45866F10,2016-03-29,2016-03-29,113
45866F10,2016-05-03,2016-05-03,106
45866F10,2016-05-04,2016-05-04,132
02156K10,2015-09-17,2015-09-17,121
26353410,2015-05-13,2015-05-13,124
26353410,2015-12-11,2015-12-11,170
49456B10,2011-10-17,2011-10-17,116
50075410,2013-02-14,2013-02-14,276
50075410,2013-02-15,2013-02-15,161
50075410,2015-03-25,2015-03-25,210
50075410,2017-02-17,2017-02-17,105
50075410,2019-02-22,2019-02-22,129
50104410,2013-07-09,2013-07-09,157
48251W10,2007-02-26,2007-02-26,160
52490810,2008-09-09,2008-09-09,123
52490810,2008-09-10,2008-09-10,272
52490810,2008-09-11,2008-09-11,242
52490810,2008-09-12,2008-09-12,280
52490810,2008-09-14,2008-09-14,132
52490810,2008-09-15,2008-09-15,975
52490810,2008-09-16,2008-09-16,859
52490810,2008-09-17,2008-09-17,628
52490810,2008-09-18,2008-09-18,436
52490810,2008-09-19,2008-09-19,546
52490810,2008-09-20,2008-09-20,169
52490810,2008-09-21,2008-09-21,168
52490810,2008-09-22,2008-09-22,516
52490810,2008-09-23,2008-09-23,281
52490810,2008-09-24,2008-09-24,303
52490810,2008-09-25,2008-09-25,222
52490810,2008-09-26,2008-09-26,193
52490810,2008-09-29,2008-09-29,221
52490810,2008-09-30,2008-09-30,159
52490810,2008-10-01,2008-10-01,175
52490810,2008-10-02,2008-10-02,143
52490810,2008-10-03,2008-10-03,141
52490810,2008-10-06,2008-10-06,188
52729N30,2016-10-31,2016-10-31,106
52490810,2008-10-07,2008-10-07,159
52490810,2008-10-08,2008-10-08,109
52490810,2008-10-10,2008-10-10,142
52490810,2008-10-15,2008-10-15,119
52490810,2008-10-16,2008-10-16,109
52490810,2008-10-17,2008-10-17,102
52490810,2008-10-20,2008-10-20,112
52490810,2008-10-23,2008-10-23,131
48251W10,2012-06-19,2012-06-19,118
48251W10,2014-08-06,2014-08-06,129
48251W10,2014-08-07,2014-08-07,101
48251W10,2014-08-18,2014-08-18,141
53578A10,2016-06-13,2016-06-13,217
53578A10,2016-06-14,2016-06-14,128
53245710,2015-04-06,2015-04-06,136
53245710,2016-11-23,2016-11-23,116
55024210,2016-10-31,2016-10-31,116
55616P10,2005-02-28,2005-02-28,135
55616P10,2016-08-11,2016-08-11,147
55616P10,2017-01-05,2017-01-05,125
56585A10,2018-04-30,2018-04-30,123
56585A10,2020-08-03,2020-08-03,124
57190320,2015-11-16,2015-11-16,102
57190320,2016-03-21,2016-03-21,105
57190320,2018-11-30,2018-11-30,202
57174810,2004-10-15,2004-10-15,155
57174810,2004-10-25,2004-10-25,108
57174810,2004-10-26,2004-10-26,136
57620610,2010-04-06,2010-04-06,227
57620610,2010-04-07,2010-04-07,165
57620610,2010-04-09,2010-04-09,101
55262C10,2008-01-31,2008-01-31,111
57906410,2010-08-19,2010-08-19,101
57948930,2006-03-13,2006-03-13,103
55269110,1999-10-05,1999-10-05,137
55269110,2002-06-26,2002-06-26,538
55269110,2002-06-27,2002-06-27,685
55269110,2002-06-28,2002-06-28,507
55269110,2002-06-29,2002-06-29,155
55269110,2002-07-01,2002-07-01,264
55269110,2002-07-02,2002-07-02,242
55269110,2002-07-03,2002-07-03,226
58551A10,2010-06-09,2010-06-09,196
58551A10,2010-08-03,2010-08-03,108
58551A10,2010-08-17,2010-08-17,101
53245710,2020-11-10,2020-11-10,122
54946310,2006-04-03,2006-04-03,155
58933Y10,2009-03-09,2009-03-09,176
58933Y10,2013-05-01,2013-05-01,103
58933Y10,2014-05-06,2014-05-06,108
58933Y10,2014-08-11,2014-08-11,107
58933Y10,2014-08-18,2014-08-18,108
58933Y10,2014-12-08,2014-12-08,151
58943310,2017-11-27,2017-11-27,118
55277J10,2011-10-31,2011-10-31,434
55277J10,2011-11-01,2011-11-01,446
55277J10,2011-11-02,2011-11-02,291
55277J10,2011-11-03,2011-11-03,265
55277J10,2011-11-04,2011-11-04,317
55277J10,2011-11-07,2011-11-07,122
55277J10,2011-11-08,2011-11-08,115
55277J10,2011-11-11,2011-11-11,131
55277J10,2011-12-08,2011-12-08,156
55277J10,2011-12-13,2011-12-13,121
55277J10,2012-03-28,2012-03-28,104
60920710,2007-01-31,2007-01-31,102
60920710,2009-09-08,2009-09-08,117
60920710,2009-11-09,2009-11-09,135
60920710,2010-01-05,2010-01-05,163
60920710,2010-01-19,2010-01-19,231
60920710,2010-01-20,2010-01-20,121
60920710,2011-08-04,2011-08-04,140
58933Y10,2017-08-14,2017-08-14,107
58933Y10,2017-08-15,2017-08-15,103
62482R10,2008-04-07,2008-04-07,107
62482R10,2008-04-08,2008-04-08,109
62482R10,2008-09-26,2008-09-26,397
62482R10,2008-09-27,2008-09-27,115
62482R10,2008-09-29,2008-09-29,111
63764010,2011-04-05,2011-04-05,134
61166W10,2016-05-19,2016-05-19,135
61166W10,2016-05-23,2016-05-23,183
61166W10,2016-05-24,2016-05-24,111
61166W10,2016-09-14,2016-09-14,236
61166W10,2016-09-15,2016-09-15,103
61166W10,2017-05-08,2017-05-08,119
61166W10,2020-03-16,2020-03-16,103
62007630,2007-03-22,2007-03-22,106
62007630,2011-08-15,2011-08-15,283
62007630,2011-08-16,2011-08-16,218
65122910,2015-11-06,2015-11-06,151
65122910,2016-02-05,2016-02-05,112
65473P10,2018-09-14,2018-09-14,109
66728040,2005-09-14,2005-09-14,134
66728040,2005-09-15,2005-09-15,195
66728040,2005-09-16,2005-09-16,108
62937750,2003-12-08,2003-12-08,113
62949110,2007-11-20,2007-11-20,107
62949110,2011-02-10,2011-02-10,101
62949110,2011-02-15,2011-02-15,144
62949110,2011-04-01,2011-04-01,176
62949110,2012-02-01,2012-02-01,106
62949110,2012-12-20,2012-12-20,164
68191910,2013-07-29,2013-07-29,174
68191910,2014-05-09,2014-05-09,132
68389X10,2003-06-13,2003-06-13,101
68389X10,2004-09-10,2004-09-10,102
68389X10,2004-12-13,2004-12-13,144
68389X10,2005-09-12,2005-09-12,122
68389X10,2009-04-20,2009-04-20,103
68389X10,2011-09-21,2011-09-21,102
68389X10,2011-10-03,2011-10-03,130
68389X10,2011-10-04,2011-10-04,107
68389X10,2011-10-24,2011-10-24,104
68389X10,2011-12-21,2011-12-21,107
71344810,2014-07-31,2014-07-31,135
71344810,2014-08-14,2014-08-14,102
71344810,2014-08-28,2014-08-28,105
69331C10,2001-04-06,2001-04-06,122
69331C10,2010-09-10,2010-09-10,108
69331C10,2018-11-16,2018-11-16,108
69331C10,2019-01-14,2019-01-14,161
69331C10,2019-01-15,2019-01-15,115
69331C10,2019-01-29,2019-01-29,118
69331C10,2019-01-30,2019-01-30,113
69331C10,2019-10-09,2019-10-09,138
69331C10,2019-10-10,2019-10-10,161
69331C10,2019-10-11,2019-10-11,105
69331C10,2019-10-25,2019-10-25,111
71713U10,2002-07-15,2002-07-15,170
70450Y10,2014-09-30,2014-09-30,116
71271310,2004-09-10,2004-09-10,114
71271310,2004-10-01,2004-10-01,129
71271310,2004-11-01,2004-11-01,101
71271310,2004-12-13,2004-12-13,141
71271310,2004-12-14,2004-12-14,104
69347510,2011-06-20,2011-06-20,101
69347510,2020-11-16,2020-11-16,145
64110L10,2011-07-13,2011-07-13,103
64110L10,2011-09-15,2011-09-15,104
64110L10,2011-09-19,2011-09-19,130
64110L10,2011-09-20,2011-09-20,115
64110L10,2011-10-10,2011-10-10,132
67066G10,2020-09-14,2020-09-14,122
68389X10,2013-06-20,2013-06-20,105
74144T10,2014-02-28,2014-02-28,138
64110L10,2011-10-24,2011-10-24,115
64110L10,2011-10-25,2011-10-25,168
64110L10,2012-01-26,2012-01-26,112
64110L10,2013-04-22,2013-04-22,141
66728040,2008-04-15,2008-04-15,209
68389X10,2020-09-14,2020-09-14,251
68389X10,2020-09-15,2020-09-15,147
68389X10,2020-09-21,2020-09-21,120
74432010,2004-08-02,2004-08-02,141
64110L10,2013-07-22,2013-07-22,145
64110L10,2013-10-22,2013-10-22,105
64110L10,2018-01-23,2018-01-23,111
64110L10,2018-07-17,2018-07-17,116
64110L10,2019-01-02,2019-01-02,105
64110L10,2019-01-15,2019-01-15,128
64110L10,2019-01-17,2019-01-17,160
64110L10,2019-01-18,2019-01-18,155
64110L10,2019-01-22,2019-01-22,133
64110L10,2019-01-23,2019-01-23,104
64110L10,2019-04-16,2019-04-16,117
64110L10,2019-04-17,2019-04-17,115
64110L10,2019-07-17,2019-07-17,132
64110L10,2019-07-18,2019-07-18,145
64110L10,2019-10-16,2019-10-16,111
64110L10,2019-10-17,2019-10-17,133
64110L10,2020-01-21,2020-01-21,114
64110L10,2020-04-21,2020-04-21,157
64110L10,2020-04-22,2020-04-22,178
74912110,2002-07-29,2002-07-29,102
75657710,2018-10-29,2018-10-29,196
76171310,2014-07-15,2014-07-15,117
76171310,2016-10-21,2016-10-21,103
77434110,2017-09-05,2017-09-05,156
81235010,2002-01-22,2002-01-22,182
81235010,2002-01-23,2002-01-23,197
81235010,2002-03-08,2002-03-08,111
81235010,2003-01-14,2003-01-14,121
81235010,2003-01-15,2003-01-15,152
81238710,2004-11-17,2004-11-17,218
81238710,2004-11-18,2004-11-18,168
81685110,2011-09-09,2011-09-09,112
81685110,2017-08-21,2017-08-21,143
64110L10,2020-07-16,2020-07-16,150
64110L10,2020-07-17,2020-07-17,121
64110L10,2020-10-20,2020-10-20,110
64110L10,2020-10-21,2020-10-21,115
75886F10,2020-10-08,2020-10-08,126
76775487,2006-08-24,2006-08-24,102
76775487,2015-10-28,2015-10-28,104
76775487,2017-06-29,2017-06-29,101
75511150,2019-06-10,2019-06-10,141
79377W10,2013-07-29,2013-07-29,113
79466L30,2013-06-04,2013-06-04,118
81235010,2004-11-17,2004-11-17,199
81235010,2004-11-18,2004-11-18,160
81235010,2011-12-27,2011-12-27,181
81235010,2011-12-28,2011-12-28,121
81235010,2011-12-30,2011-12-30,102
81235010,2017-01-05,2017-01-05,120
81235010,2018-10-15,2018-10-15,377
81235010,2018-10-16,2018-10-16,125
83304A10,2017-03-02,2017-03-02,183
83304A10,2017-03-03,2017-03-03,156
84474110,2010-09-27,2010-09-27,145
84474110,2010-09-28,2010-09-28,102
84474110,2018-04-17,2018-04-17,107
84474110,2018-04-18,2018-04-18,141
98302410,1998-06-01,1998-06-01,112
98302410,1999-11-04,1999-11-04,119
98302410,1999-11-05,1999-11-05,108
02079K30,2004-08-18,2004-08-18,125
02079K30,2004-08-19,2004-08-19,207
02079K30,2004-08-20,2004-08-20,133
06050510,2008-01-11,2008-01-11,208
08467070,2009-11-03,2009-11-03,217
08467070,2009-11-04,2009-11-04,120
02079K30,2006-02-01,2006-02-01,159
02079K30,2006-10-09,2006-10-09,122
02079K30,2006-10-10,2006-10-10,134
02079K30,2006-10-11,2006-10-11,109
02079K30,2008-02-01,2008-02-01,166
02079K30,2008-02-04,2008-02-04,108
06050510,2008-04-21,2008-04-21,223
06050510,2008-04-22,2008-04-22,143
06050510,2008-05-01,2008-05-01,107
06050510,2008-05-15,2008-05-15,148
06050510,2008-05-19,2008-05-19,149
06050510,2008-07-01,2008-07-01,113
06050510,2008-07-21,2008-07-21,154
06050510,2008-07-22,2008-07-22,106
06050510,2008-09-12,2008-09-12,150
06050510,2008-09-15,2008-09-15,823
06050510,2008-09-16,2008-09-16,574
06050510,2008-09-17,2008-09-17,258
06050510,2008-09-18,2008-09-18,158
06050510,2008-09-19,2008-09-19,149
06050510,2008-09-22,2008-09-22,194
06050510,2008-09-23,2008-09-23,108
06050510,2008-09-29,2008-09-29,119
06050510,2008-10-01,2008-10-01,121
06050510,2008-10-06,2008-10-06,181
06050510,2008-10-07,2008-10-07,173
06050510,2008-10-08,2008-10-08,140
06050510,2008-10-14,2008-10-14,137
06050510,2008-10-15,2008-10-15,102
06050510,2009-01-15,2009-01-15,152
06050510,2009-01-16,2009-01-16,338
06050510,2009-01-21,2009-01-21,105
06050510,2009-01-22,2009-01-22,133
06050510,2009-01-23,2009-01-23,134
06050510,2009-01-26,2009-01-26,115
06050510,2009-01-27,2009-01-27,102
06050510,2009-02-05,2009-02-05,118
06050510,2009-02-20,2009-02-20,163
06050510,2009-03-05,2009-03-05,105
06050510,2009-03-12,2009-03-12,113
08467070,2011-08-25,2011-08-25,119
02079K30,2008-04-18,2008-04-18,102
06050510,2009-03-27,2009-03-27,104
06050510,2009-04-20,2009-04-20,199
06050510,2009-04-21,2009-04-21,142
06050510,2009-04-23,2009-04-23,104
06050510,2009-04-28,2009-04-28,150
06050510,2009-04-29,2009-04-29,136
06050510,2009-04-30,2009-04-30,131
06050510,2009-05-01,2009-05-01,111
06050510,2009-05-04,2009-05-04,108
06050510,2009-05-05,2009-05-05,102
06050510,2009-05-06,2009-05-06,197
06050510,2009-05-07,2009-05-07,209
06050510,2009-05-08,2009-05-08,169
06050510,2009-06-11,2009-06-11,115
06050510,2009-06-25,2009-06-25,146
06050510,2009-07-16,2009-07-16,111
06050510,2009-07-17,2009-07-17,146
06050510,2009-08-03,2009-08-03,102
06050510,2009-08-04,2009-08-04,101
02079K30,2009-10-15,2009-10-15,112
02079K30,2009-10-16,2009-10-16,149
02079K30,2009-12-07,2009-12-07,101
02079K30,2010-01-05,2010-01-05,150
02079K30,2010-01-06,2010-01-06,117
02079K30,2010-01-07,2010-01-07,101
02079K30,2010-01-13,2010-01-13,226
02079K30,2010-01-14,2010-01-14,201
02079K30,2010-01-15,2010-01-15,149
02079K30,2010-01-20,2010-01-20,102
02079K30,2010-01-21,2010-01-21,165
02079K30,2010-01-22,2010-01-22,158
02079K30,2010-02-10,2010-02-10,112
02079K30,2010-02-11,2010-02-11,102
02079K30,2010-03-10,2010-03-10,132
02079K30,2010-03-22,2010-03-22,108
02079K30,2010-03-23,2010-03-23,157
02079K30,2010-03-24,2010-03-24,122
02079K30,2010-03-25,2010-03-25,131
02079K30,2010-05-19,2010-05-19,125
02079K30,2010-05-20,2010-05-20,131
02079K30,2010-05-21,2010-05-21,126
02079K30,2010-07-09,2010-07-09,106
08467070,2013-02-14,2013-02-14,232
08467070,2013-02-15,2013-02-15,103
02079K30,2010-08-05,2010-08-05,108
06050510,2009-09-21,2009-09-21,119
06050510,2009-09-22,2009-09-22,116
06050510,2009-09-30,2009-09-30,121
06050510,2009-10-01,2009-10-01,174
06050510,2009-10-02,2009-10-02,103
06050510,2009-10-05,2009-10-05,118
06050510,2009-10-16,2009-10-16,229
06050510,2009-10-21,2009-10-21,107
06050510,2009-10-22,2009-10-22,118
06050510,2009-12-03,2009-12-03,228
06050510,2009-12-04,2009-12-04,130
06050510,2009-12-08,2009-12-08,102
06050510,2009-12-14,2009-12-14,113
06050510,2009-12-17,2009-12-17,114
06050510,2010-01-12,2010-01-12,113
06050510,2010-01-13,2010-01-13,115
06050510,2010-01-14,2010-01-14,107
06050510,2010-01-20,2010-01-20,149
06050510,2010-01-21,2010-01-21,105
06050510,2010-02-04,2010-02-04,127
08467070,2013-03-04,2013-03-04,111
08467070,2013-05-04,2013-05-04,207
08467070,2013-05-06,2013-05-06,108
08467070,2015-02-26,2015-02-26,106
08467070,2015-03-25,2015-03-25,219
08467070,2015-03-26,2015-03-26,102
08467070,2015-08-10,2015-08-10,200
08467070,2017-05-06,2017-05-06,137
02079K30,2010-10-12,2010-10-12,135
02079K30,2010-10-13,2010-10-13,115
02079K30,2010-10-15,2010-10-15,124
02079K30,2010-12-01,2010-12-01,140
02079K30,2010-12-03,2010-12-03,103
02079K30,2010-12-06,2010-12-06,112
02079K30,2010-12-07,2010-12-07,124
02079K30,2010-12-14,2010-12-14,103
02079K30,2011-01-06,2011-01-06,122
02079K30,2011-01-20,2011-01-20,151
02079K30,2011-01-21,2011-01-21,205
02079K30,2011-01-25,2011-01-25,113
02079K30,2011-02-10,2011-02-10,103
02079K30,2011-03-22,2011-03-22,101
02079K30,2011-03-30,2011-03-30,131
02079K30,2011-03-31,2011-03-31,144
02079K30,2011-04-04,2011-04-04,106
02079K30,2011-04-08,2011-04-08,108
02079K30,2011-04-11,2011-04-11,101
02079K30,2011-04-14,2011-04-14,172
02079K30,2011-04-15,2011-04-15,119
02079K30,2011-05-09,2011-05-09,103
02079K30,2011-05-10,2011-05-10,208
02079K30,2011-05-11,2011-05-11,175
02079K30,2011-05-12,2011-05-12,126
02079K30,2011-05-13,2011-05-13,103
02079K30,2011-05-26,2011-05-26,118
02079K30,2011-05-27,2011-05-27,112
02079K30,2011-06-01,2011-06-01,133
02079K30,2011-06-02,2011-06-02,171
02079K30,2011-06-03,2011-06-03,136
02079K30,2011-06-06,2011-06-06,128
02079K30,2011-06-23,2011-06-23,120
02079K30,2011-06-24,2011-06-24,123
02079K30,2011-06-28,2011-06-28,121
02079K30,2011-06-30,2011-06-30,118
02079K30,2011-07-01,2011-07-01,148
02079K30,2011-07-06,2011-07-06,118
02079K30,2011-07-08,2011-07-08,130
02079K30,2011-07-13,2011-07-13,106
02079K30,2011-07-14,2011-07-14,164
02079K30,2011-07-15,2011-07-15,173
02079K30,2011-07-20,2011-07-20,126
02079K30,2011-08-15,2011-08-15,359
02079K30,2011-08-16,2011-08-16,277
02079K30,2011-08-17,2011-08-17,138
02079K30,2011-08-18,2011-08-18,123
02079K30,2011-08-22,2011-08-22,115
02079K30,2011-08-24,2011-08-24,172
02079K30,2011-08-25,2011-08-25,150
02079K30,2011-09-08,2011-09-08,154
02079K30,2011-09-09,2011-09-09,132
02079K30,2011-09-13,2011-09-13,113
02079K30,2011-09-14,2011-09-14,144
02079K30,2011-09-15,2011-09-15,111
02079K30,2011-09-20,2011-09-20,121
02079K30,2011-09-21,2011-09-21,165
02079K30,2011-09-22,2011-09-22,126
02079K30,2011-09-28,2011-09-28,157
02079K30,2011-09-29,2011-09-29,111
02079K30,2011-10-05,2011-10-05,120
02079K30,2011-10-06,2011-10-06,102
02079K30,2011-10-13,2011-10-13,158
02079K30,2011-10-14,2011-10-14,184
02079K30,2011-10-19,2011-10-19,118
02079K30,2011-10-20,2011-10-20,108
02079K30,2011-10-24,2011-10-24,107
02079K30,2011-10-27,2011-10-27,102
02079K30,2011-11-04,2011-11-04,145
02079K30,2011-11-16,2011-11-16,107
02079K30,2011-11-17,2011-11-17,102
02079K30,2011-12-20,2011-12-20,135
02079K30,2012-01-18,2012-01-18,130
02079K30,2012-01-19,2012-01-19,195
02079K30,2012-01-20,2012-01-20,180
02079K30,2012-01-24,2012-01-24,103
02079K30,2012-01-30,2012-01-30,102
02079K30,2012-02-01,2012-02-01,150
02079K30,2012-02-09,2012-02-09,113
02079K30,2012-02-10,2012-02-10,126
02079K30,2012-02-13,2012-02-13,122
02079K30,2012-02-14,2012-02-14,105
02079K30,2012-02-22,2012-02-22,115
02079K30,2012-02-23,2012-02-23,163
02079K30,2012-02-24,2012-02-24,105
02079K30,2012-02-28,2012-02-28,105
02079K30,2012-03-01,2012-03-01,121
02079K30,2012-04-03,2012-04-03,108
02079K30,2012-04-05,2012-04-05,138
02079K30,2012-04-12,2012-04-12,119
02079K30,2012-04-13,2012-04-13,125
02079K30,2012-04-16,2012-04-16,129
02079K30,2012-04-17,2012-04-17,102
02079K30,2012-04-24,2012-04-24,115
02079K30,2012-04-26,2012-04-26,106
02079K30,2012-04-27,2012-04-27,108
02079K30,2012-05-01,2012-05-01,116
02079K30,2012-05-07,2012-05-07,109
02079K30,2012-05-16,2012-05-16,102
02079K30,2012-05-21,2012-05-21,127
02079K30,2012-05-22,2012-05-22,106
02079K30,2012-05-23,2012-05-23,119
02079K30,2012-05-31,2012-05-31,109
02079K30,2012-06-06,2012-06-06,111
02079K30,2012-06-27,2012-06-27,151
02079K30,2012-06-28,2012-06-28,168
02079K30,2012-07-10,2012-07-10,104
02079K30,2012-07-16,2012-07-16,130
02079K30,2012-07-17,2012-07-17,140
02079K30,2012-07-19,2012-07-19,145
02079K30,2012-07-20,2012-07-20,102
02079K30,2012-07-27,2012-07-27,118
02079K30,2012-07-31,2012-07-31,101
02079K30,2012-08-07,2012-08-07,107
02079K30,2012-08-09,2012-08-09,127
02079K30,2012-08-10,2012-08-10,107
02079K30,2012-08-13,2012-08-13,175
02079K30,2012-08-14,2012-08-14,120
02079K30,2012-08-15,2012-08-15,113
02079K30,2012-08-27,2012-08-27,138
02079K30,2012-08-30,2012-08-30,124
02079K30,2012-09-05,2012-09-05,114
02079K30,2012-09-06,2012-09-06,154
02079K30,2012-09-11,2012-09-11,103
02079K30,2012-09-13,2012-09-13,111
02079K30,2012-09-20,2012-09-20,122
02079K30,2012-09-21,2012-09-21,130
02079K30,2012-09-24,2012-09-24,110
02079K30,2012-09-25,2012-09-25,120
02079K30,2012-09-26,2012-09-26,154
02079K30,2012-09-27,2012-09-27,150
02079K30,2012-10-01,2012-10-01,117
02079K30,2012-10-02,2012-10-02,147
02079K30,2012-10-04,2012-10-04,116
02079K30,2012-10-05,2012-10-05,109
02079K30,2012-10-15,2012-10-15,127
02079K30,2012-10-16,2012-10-16,105
02079K30,2012-10-17,2012-10-17,134
02079K30,2012-10-18,2012-10-18,319
02079K30,2012-10-19,2012-10-19,176
02079K30,2012-10-22,2012-10-22,119
02079K30,2012-10-23,2012-10-23,151
02079K30,2012-10-24,2012-10-24,119
02079K30,2012-10-25,2012-10-25,111
02079K30,2012-10-29,2012-10-29,180
02079K30,2012-10-30,2012-10-30,104
02079K30,2012-10-31,2012-10-31,124
02079K30,2012-11-01,2012-11-01,102
02079K30,2012-11-05,2012-11-05,109
02079K30,2012-11-13,2012-11-13,104
02079K30,2012-11-28,2012-11-28,153
02079K30,2012-11-29,2012-11-29,106
02079K30,2012-12-04,2012-12-04,112
02079K30,2012-12-06,2012-12-06,106
02079K30,2012-12-07,2012-12-07,105
02079K30,2012-12-10,2012-12-10,128
02079K30,2012-12-11,2012-12-11,126
02079K30,2012-12-12,2012-12-12,149
02079K30,2012-12-13,2012-12-13,213
02079K30,2012-12-17,2012-12-17,120
02079K30,2012-12-18,2012-12-18,135
02079K30,2012-12-19,2012-12-19,149
02079K30,2012-12-20,2012-12-20,160
02079K30,2013-01-02,2013-01-02,112
02079K30,2013-01-03,2013-01-03,273
02079K30,2013-01-04,2013-01-04,190
02079K30,2013-01-07,2013-01-07,187
02079K30,2013-01-08,2013-01-08,182
02079K30,2013-01-09,2013-01-09,180
02079K30,2013-01-10,2013-01-10,144
02079K30,2013-01-14,2013-01-14,130
02079K30,2013-01-15,2013-01-15,140
02079K30,2013-01-16,2013-01-16,106
02079K30,2013-01-17,2013-01-17,109
02079K30,2013-01-22,2013-01-22,218
02079K30,2013-01-23,2013-01-23,210
02079K30,2013-01-24,2013-01-24,170
02079K30,2013-01-29,2013-01-29,119
02079K30,2013-01-30,2013-01-30,126
02079K30,2013-01-31,2013-01-31,103
02079K30,2013-02-01,2013-02-01,113
02079K30,2013-02-04,2013-02-04,116
02079K30,2013-02-06,2013-02-06,141
02079K30,2013-02-07,2013-02-07,134
02079K30,2013-02-14,2013-02-14,111
02079K30,2013-02-19,2013-02-19,140
02079K30,2013-02-20,2013-02-20,125
